cp_hex	char	count	block	category	name
U+FF0C	，	1994	Halfwidth and Fullwidth Forms	Po	FULLWIDTH COMMA
U+3002	。	1956	CJK Symbols and Punctuation	Po	IDEOGRAPHIC FULL STOP
U+300A	《	1050	CJK Symbols and Punctuation	Ps	LEFT DOUBLE ANGLE BRACKET
U+300B	》	1050	CJK Symbols and Punctuation	Pe	RIGHT DOUBLE ANGLE BRACKET
U+4E5F	也	961	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E5F
U+FF1A	：	944	Halfwidth and Fullwidth Forms	Po	FULLWIDTH COLON
U+3001	、	881	CJK Symbols and Punctuation	Po	IDEOGRAPHIC COMMA
U+300C	「	843	CJK Symbols and Punctuation	Ps	LEFT CORNER BRACKET
U+300D	」	843	CJK Symbols and Punctuation	Pe	RIGHT CORNER BRACKET
U+4E4B	之	613	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E4B
U+66F0	曰	587	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-66F0
U+8C61	象	483	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8C61
U+4EE5	以	474	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4EE5
U+4E0D	不	424	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E0D
U+5176	其	386	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5176
U+800C	而	370	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-800C
U+6709	有	344	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6709
U+65E0	无	299	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-65E0
U+5409	吉	287	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5409
U+4E0A	上	246	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E0A
U+516D	六	241	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-516D
U+5927	大	225	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5927
U+4E5D	九	224	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E5D
U+5229	利	215	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5229
U+5929	天	213	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5929
U+4EBA	人	211	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4EBA
U+4E0B	下	204	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E0B
U+5B50	子	192	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5B50
U+70BA	為	183	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-70BA
U+8005	者	180	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8005
U+8C9E	貞	176	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8C9E
U+548E	咎	159	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-548E
U+4E2D	中	153	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E2D
U+884C	行	153	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-884C
U+6545	故	152	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6545
U+541B	君	151	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-541B
U+4E09	三	132	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E09
U+4E4E	乎	131	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E4E
U+7528	用	122	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7528
U+4E8E	于	120	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E8E
U+51F6	凶	118	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-51F6
U+56DB	四	113	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-56DB
U+4E8C	二	110	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E8C
U+53EF	可	110	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-53EF
U+5F80	往	109	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5F80
U+9053	道	106	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9053
U+5F97	得	103	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5F97
U+4E94	五	102	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E94
U+5730	地	102	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5730
U+4EA8	亨	101	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4EA8
U+7269	物	100	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7269
U+7D42	終	96	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7D42
U+525B	剛	95	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-525B
U+5C0F	小	94	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5C0F
U+5247	則	90	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5247
U+6613	易	85	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6613
U+521D	初	84	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-521D
U+4F4D	位	82	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4F4D
U+898B	見	79	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-898B
U+5728	在	78	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5728
U+5FB7	德	78	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5FB7
U+4E7E	乾	74	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E7E
U+6B63	正	74	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6B63
U+5341	十	73	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5341
U+4F86	來	72	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4F86
U+53D7	受	72	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-53D7
U+660E	明	72	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-660E
U+662F	是	70	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-662F
U+5B5A	孚	69	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5B5A
U+77E3	矣	69	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-77E3
U+8A00	言	69	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8A00
U+5F56	彖	68	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5F56
U+5FD7	志	68	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5FD7
U+67D4	柔	66	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-67D4
U+6240	所	64	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6240
U+672A	未	64	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-672A
U+7B2C	第	64	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7B2C
U+77E5	知	61	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-77E5
U+52D5	動	60	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-52D5
U+65E5	日	60	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-65E5
U+6094	悔	58	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6094
U+6642	時	57	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6642
U+5DFD	巽	56	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5DFD
U+8207	與	56	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8207
U+6210	成	55	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6210
U+65BC	於	53	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-65BC
U+5982	如	52	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5982
U+9707	震	51	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9707
U+9806	順	51	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9806
U+5143	元	50	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5143
U+5764	坤	50	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5764
U+842C	萬	50	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-842C
U+89C0	觀	50	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-89C0
U+5F8C	後	49	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5F8C
U+8B8A	變	49	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8B8A
U+4E8B	事	48	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E8B
U+6538	攸	48	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6538
U+8B02	謂	48	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8B02
U+738B	王	47	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-738B
U+5931	失	45	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5931
U+5FA9	復	45	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5FA9
U+826E	艮	45	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-826E
U+51FA	出	44	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-51FA
U+7576	當	44	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7576
U+904E	過	44	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-904E
U+96E2	離	44	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-96E2
U+FF1F	？	44	Halfwidth and Fullwidth Forms	Po	FULLWIDTH QUESTION MARK
U+574E	坎	43	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-574E
U+592B	夫	43	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-592B
U+751F	生	43	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-751F
U+76F8	相	43	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-76F8
U+81EA	自	43	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-81EA
U+53B2	厲	42	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-53B2
U+81F3	至	42	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-81F3
U+514C	兌	41	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-514C
U+6C11	民	41	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6C11
U+8AAA	說	41	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8AAA
U+4E43	乃	40	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E43
U+52FF	勿	40	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-52FF
U+6216	或	40	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6216
U+8056	聖	40	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8056
U+4F55	何	39	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4F55
U+7FA9	義	39	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7FA9
U+4EA1	亡	38	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4EA1
U+80FD	能	38	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-80FD
U+540C	同	37	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-540C
U+5973	女	37	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5973
U+4E00	一	36	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E00
U+901A	通	36	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-901A
U+9F8D	龍	36	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9F8D
U+5C65	履	34	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5C65
U+76CA	益	34	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-76CA
U+795E	神	34	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-795E
U+541D	吝	33	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-541D
U+547D	命	33	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-547D
U+5FC5	必	33	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5FC5
U+7AAE	窮	33	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7AAE
U+4E95	井	32	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E95
U+6046	恆	32	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6046
U+5366	卦	31	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5366
U+5C45	居	31	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5C45
U+8FAD	辭	31	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8FAD
U+5BB6	家	30	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5BB6
U+61C9	應	30	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-61C9
U+9047	遇	30	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9047
U+9577	長	30	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9577
U+5149	光	29	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5149
U+5F81	征	29	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5F81
U+5F9E	從	29	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5F9E
U+6B78	歸	29	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6B78
U+7109	焉	29	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7109
U+8B19	謙	29	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8B19
U+5FC3	心	28	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5FC3
U+5316	化	27	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5316
U+53D6	取	27	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-53D6
U+56F0	困	27	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-56F0
U+5916	外	27	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5916
U+6587	文	27	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6587
U+98DF	食	27	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-98DF
U+5165	入	26	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5165
U+65B9	方	26	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-65B9
U+6728	木	26	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6728
U+7BC0	節	26	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7BC0
U+9032	進	26	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9032
U+96F7	雷	26	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-96F7
U+FF01	！	26	Halfwidth and Fullwidth Forms	Po	FULLWIDTH EXCLAMATION MARK
U+529F	功	25	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-529F
U+5E2B	師	25	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5E2B
U+81F4	致	25	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-81F4
U+8499	蒙	25	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8499
U+9769	革	25	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9769
U+4E58	乘	24	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E58
U+6211	我	24	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6211
U+6B62	止	24	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6B62
U+6BD4	比	24	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6BD4
U+83AB	莫	24	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-83AB
U+8AF8	諸	24	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8AF8
U+4EA4	交	23	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4EA4
U+4FE1	信	23	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4FE1
U+5C1A	尚	23	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5C1A
U+5C71	山	23	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5C71
U+640D	損	23	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-640D
U+755C	畜	23	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-755C
U+8E47	蹇	23	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8E47
U+96AA	險	23	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-96AA
U+5148	先	22	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5148
U+525D	剝	22	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-525D
U+54B8	咸	22	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-54B8
U+5B58	存	22	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5B58
U+5F17	弗	22	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5F17
U+6D89	涉	22	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6D89
U+6FDF	濟	22	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6FDF
U+906F	遯	22	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-906F
U+99AC	馬	22	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-99AC
U+53CD	反	21	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-53CD
U+54C9	哉	21	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-54C9
U+55AA	喪	21	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-55AA
U+58EF	壯	21	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-58EF
U+5DDD	川	21	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5DDD
U+65C5	旅	21	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-65C5
U+6C34	水	21	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6C34
U+8C6B	豫	21	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8C6B
U+4E45	久	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E45
U+5167	內	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5167
U+59CB	始	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-59CB
U+6FA4	澤	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6FA4
U+7136	然	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7136
U+9060	遠	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9060
U+9670	陰	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9670
U+96A8	隨	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-96A8
U+9824	頤	20	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9824
U+4F5C	作	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4F5C
U+532A	匪	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-532A
U+5426	否	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5426
U+5584	善	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5584
U+6E19	渙	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6E19
U+81E8	臨	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-81E8
U+8A1F	訟	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8A1F
U+967D	陽	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-967D
U+96E8	雨	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-96E8
U+98A8	風	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-98A8
U+9EC3	黃	19	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9EC3
U+516B	八	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-516B
U+5347	升	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5347
U+5A66	婦	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5A66
U+5B89	安	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5B89
U+6708	月	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6708
U+6B64	此	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6B64
U+6C42	求	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6C42
U+706B	火	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-706B
U+8831	蠱	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8831
U+9F0E	鼎	18	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9F0E
U+5408	合	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5408
U+7236	父	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7236
U+723B	爻	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-723B
U+725B	牛	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-725B
U+75BE	疾	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-75BE
U+76C8	盈	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-76C8
U+82E5	若	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-82E5
U+89E3	解	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-89E3
U+8DB3	足	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8DB3
U+8EAB	身	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8EAB
U+9000	退	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9000
U+9700	需	17	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9700
U+592C	夬	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-592C
U+5937	夷	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5937
U+5984	妄	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5984
U+59B9	妹	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-59B9
U+5B9C	宜	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5B9C
U+65E2	既	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-65E2
U+670B	朋	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-670B
U+7537	男	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7537
U+7591	疑	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7591
U+9091	邑	16	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9091
U+4EA6	亦	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4EA6
U+5065	健	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5065
U+514B	克	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-514B
U+566C	噬	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-566C
U+6182	憂	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6182
U+6578	數	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6578
U+707D	災	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-707D
U+7ACB	立	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7ACB
U+84CB	蓋	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-84CB
U+8C50	豐	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8C50
U+8CC1	賁	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8CC1
U+8F3F	輿	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8F3F
U+975E	非	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-975E
U+990A	養	15	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-990A
U+4E82	亂	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E82
U+516C	公	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-516C
U+591A	多	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-591A
U+5BC7	寇	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5BC7
U+5E7E	幾	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5E7E
U+60C5	情	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-60C5
U+6F38	漸	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6F38
U+7530	田	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7530
U+767E	百	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-767E
U+777D	睽	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-777D
U+96D6	雖	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-96D6
U+96E3	難	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-96E3
U+985E	類	14	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-985E
U+FF1B	；	14	Halfwidth and Fullwidth Forms	Po	FULLWIDTH SEMICOLON
U+4E14	且	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E14
U+5357	南	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5357
U+5371	危	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5371
U+548C	和	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-548C
