var_cp	var_char	reg_cp	reg_char	remarks
U+8F72	轲	U+8EFB	軻	src=GB2013
U+8F73	轳	U+8F64	轤	src=GB2013
U+8F76	轶	U+8EFC	軼	src=GB2013
U+8F78	轸	U+8EEB	軫	src=GB2013
U+867F	虿	U+8806	蠆	src=GB2013
U+89C7	觇	U+8998	覘	src=GB2013
U+770D	眍	U+7798	瞘	src=GB2013
U+26548	𦕈	U+7707	眇	src=GB2013,Var-to-Rep
U+66B1	暱	U+6635	昵	src=GB2013,Var-to-Rep
U+54D3	哓	U+5635	嘵	src=GB2013
U+54D4	哔	U+55F6	嗶	src=GB2013
U+6BD8	毘	U+6BD7	毗	src=GB2013,Var-to-Rep
U+8771	蝱	U+867B	虻	src=GB2013,Var-to-Rep
U+54D5	哕	U+5666	噦	src=GB2013
U+5250	剐	U+526E	剮	src=GB2013
U+90E7	郧	U+9116	鄖	src=GB2013
U+541A	吚	U+54BF	咿	src=GB2013,Var-to-Rep
U+54D9	哙	U+5672	噲	src=GB2013
U+54F6	哶	U+54A9	咩	src=GB2013,Var-to-Rep
U+20D1F	𠴟	U+54A9	咩	src=GB2013,Var-to-Rep
U+54A4	咤	U+54A4,U+5412	咤吒	reverse-dropped:吒→咤 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:咤; multi-target (2); src=GB2013,Var-to-Rep
U+54DD	哝	U+5665	噥	src=GB2013
U+5CE3	峣	U+5DA2	嶢	src=GB2013
U+5E27	帧	U+5E40	幀	src=GB2013
U+5CD2	峒	U+5CD2,U+6D1E	峒洞	var-also-canonical-elsewhere; reg-also-variant-elsewhere:峒; multi-target (2); src=GB2013,Var-to-Rep
U+5CDD	峝	U+5CD2,U+6D1E	峒洞	reg-also-variant-elsewhere:峒; multi-target (2); src=GB2013,Var-to-Rep
U+5CE4	峤	U+5DA0	嶠	src=GB2013
U+8D36	贶	U+8CBA	貺	src=GB2013
U+949A	钚	U+9208	鈈	src=GB2013
U+949B	钛	U+9226	鈦	src=GB2013
U+94A1	钡	U+92C7	鋇	src=GB2013
U+94A3	钣	U+9211	鈑	src=GB2013
U+94A4	钤	U+9210	鈐	src=GB2013
U+94A8	钨	U+93A2	鎢	src=GB2013
U+94AB	钫	U+9201	鈁	src=GB2013
U+94AF	钯	U+9200	鈀	reg-also-variant-elsewhere:鈀; src=GB2013
U+7C83	粃	U+79D5	秕	src=GB2013,Var-to-Rep
U+7B03	笃	U+7BE4	篤	src=GB2013
U+4FE6	俦	U+5114	儔	src=GB2013
U+4FE8	俨	U+513C	儼	src=GB2013
U+4FEA	俪	U+5137	儷	src=GB2013
U+7AE2	竢	U+4FDF	俟	src=GB2013,Var-to-Rep
U+5F87	徇	U+5F87,U+6B89	徇殉	var-also-canonical-elsewhere; reg-also-variant-elsewhere:徇; multi-target (2); src=GB2013,Var-to-Rep
U+72E5	狥	U+5F87,U+6B89	徇殉	reg-also-variant-elsewhere:徇; multi-target (2); src=GB2013,Var-to-Rep
U+80E8	胨	U+8156	腖	src=GB2013
U+80EA	胪	U+81DA	臚	src=GB2013
U+80EB	胫	U+811B	脛	src=GB2013
U+8E01	踁	U+811B	脛	src=GB2013,Var-to-Rep
U+9E28	鸨	U+9D07	鴇	src=GB2013
U+72EF	狯	U+736A	獪	src=GB2013
U+98D1	飑	U+98AE	颮	reg-also-variant-elsewhere:颮; src=GB2013
U+72F2	狲	U+733B	猻	src=GB2013
U+9977	饷	U+9909	餉	src=GB2013
U+995F	饟	U+9909	餉	src=GB2013,Var-to-Rep
U+9978	饸	U+9904	餄	src=GB2013
U+9979	饹	U+990E	餎	src=GB2013
U+5B6A	孪	U+5B7F	孿	src=GB2013
U+5A08	娈	U+5B4C	孌	src=GB2013
U+75AC	疬	U+7667	癧	src=GB2013
U+75AD	疭	U+7632	瘲	src=GB2013
U+98D2	飒	U+98AF	颯	src=GB2013
U+4B03	䬃	U+98AF	颯	src=GB2013,Var-to-Rep
U+95FC	闼	U+95E5	闥	src=GB2013
U+95FE	闾	U+95AD	閭	src=GB2013
U+95FF	闿	U+95D3	闓	src=GB2013
U+9602	阂	U+95A1	閡	src=GB2013
U+7C7C	籼	U+7C7C,U+79C8	籼秈	reverse-dropped:秈→籼 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:籼; multi-target (2); src=GB2013,Var-to-Rep
U+70BD	炽	U+71BE	熾	src=GB2013
U+70F1	烱	U+70AF	炯	src=GB2013,Var-to-Rep
U+70C3	烃	U+70F4	烴	src=GB2013
U+6D43	浃	U+6D79	浹	src=GB2013
U+3CC4	㳄	U+6D8E	涎	src=GB2013,Var-to-Rep
U+6D4D	浍	U+6FAE	澮	src=GB2013
U+6D52	浒	U+6EF8	滸	src=GB2013
U+6D54	浔	U+6F6F	潯	src=GB2013
U+6D55	浕	U+6FDC	濜	src=GB2013
U+6078	恸	U+615F	慟	src=GB2013
U+6079	恹	U+61E8	懨	src=GB2013
U+607A	恺	U+6137	愷	src=GB2013
U+607B	恻	U+60FB	惻	src=GB2013
U+607D	恽	U+60F2	惲	src=GB2013
U+88B5	袵	U+887D	衽	src=GB2013,Var-to-Rep
U+8BEE	诮	U+8A9A	誚	reg-also-variant-elsewhere:誚; src=GB2013
U+7962	祢	U+79B0,U+4F60	禰你	multi-target (2); src=GB2013,Var-to-Rep
U+8BF0	诰	U+8AA5	誥	src=GB2013
U+8BF3	诳	U+8A91	誑	src=GB2013
U+9E29	鸩	U+9D06	鴆	src=GB2013
U+9156	酖	U+9D06	鴆	src=GB2013,Var-to-Rep
U+5A05	娅	U+5A6D	婭	src=GB2013
U+5A06	娆	U+5B08	嬈	src=GB2013
U+603C	怼	U+61DF	懟	reg-also-variant-elsewhere:懟; src=GB2013
U+7ED4	绔	U+7D5D	絝	reg-also-variant-elsewhere:絝; src=GB2013
U+9A81	骁	U+9A4D	驍	src=GB2013
U+9A85	骅	U+9A4A	驊	src=GB2013
U+7ED7	绗	U+7D4E	絎	src=GB2013
U+7EDB	绛	U+7D73	絳	src=GB2013
U+9A88	骈	U+99E2	駢	src=GB2013
U+987C	顼	U+980A	頊	src=GB2013
U+73F0	珰	U+74AB	璫	src=GB2013
U+73F2	珲	U+743F	琿	src=GB2013
U+57D8	埘	U+5852	塒	src=GB2013
U+57D9	埙	U+5864	塤	src=GB2013
U+58CE	壎	U+5864	塤	src=GB2013,Var-to-Rep
U+57DA	埚	U+581D	堝	src=GB2013
U+8D3D	贽	U+8D04	贄	src=GB2013
U+76C7	盇	U+76CD	盍	src=GB2013,Var-to-Rep
U+83B3	莳	U+8494	蒔	src=GB2013
U+83B4	莴	U+8435	萵	src=GB2013
U+8385	莅	U+8385,U+849E	莅蒞	reverse-dropped:蒞→莅 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:莅; multi-target (2); src=GB2013,Var-to-Rep
U+6D96	涖	U+8385,U+849E	莅蒞	reg-also-variant-elsewhere:莅; multi-target (2); src=GB2013,Var-to-Rep
U+83B8	莸	U+8555	蕕	src=GB2013
U+9E2A	鸪	U+9D23	鴣	src=GB2013
U+83BC	莼	U+8493	蒓	reg-also-variant-elsewhere:蒓; src=GB2013
U+6861	桡	U+6A48	橈	src=GB2013
U+6862	桢	U+6968	楨	src=GB2013
U+6864	桤	U+69BF	榿	src=GB2013
U+6867	桧	U+6A9C	檜	src=GB2013
U+9026	逦	U+9090	邐	src=GB2013
U+783A	砺	U+792A	礪	src=GB2013
U+78AA	碪	U+7827	砧	src=GB2013,Var-to-Rep
U+783B	砻	U+7931	礱	src=GB2013
U+8F7C	轼	U+8EFE	軾	src=GB2013
U+8F7E	轾	U+8F0A	輊	src=GB2013
U+8F82	辂	U+8F05	輅	src=GB2013
U+9E2B	鸫	U+9D87	鶇	src=GB2013
U+8DB8	趸	U+8E89	躉	src=GB2013
U+9F80	龀	U+9F54	齔	src=GB2013
U+9E2C	鸬	U+9E15	鸕	src=GB2013
U+772C	眬	U+77D3	矓	reg-also-variant-elsewhere:矓; src=GB2013
U+551B	唛	U+561C	嘜	src=GB2013
U+9E2E	鸮	U+9D1E	鴞	reg-also-variant-elsewhere:鴞; src=GB2013
U+86AC	蚬	U+8706	蜆	src=GB2013
U+869D	蚝	U+869D,U+8814	蚝蠔	reverse-dropped:蠔→蚝 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:蚝; multi-target (2); src=GB2013,Var-to-Rep
U+5522	唢	U+55E9	嗩	src=GB2013
U+5523	唣	U+5523,U+5515	唣唕	reverse-dropped:唕→唣 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:唣; multi-target (2); src=GB2013,Var-to-Rep
U+5D02	崂	U+5D97	嶗	src=GB2013
U+5D03	崃	U+5D0D	崍	src=GB2013
U+89CA	觊	U+89AC	覬	src=GB2013
U+8D45	赅	U+8CC5	賅	src=GB2013
U+94B0	钰	U+923A	鈺	src=GB2013
U+94B2	钲	U+9266	鉦	src=GB2013
U+94B4	钴	U+9237	鈷	src=GB2013
U+94B5	钵	U+9262	鉢	reg-also-variant-elsewhere:鉢; src=GB2013
U+76CB	盋	U+9262,U+7F3D	鉢缽	reg-also-variant-elsewhere:鉢; multi-target (2); src=GB2013,Var-to-Rep
U+94B9	钹	U+9238	鈸	src=GB2013
U+94BA	钺	U+925E	鉞	reg-also-variant-elsewhere:鉞; src=GB2013
U+94BD	钽	U+926D	鉭	src=GB2013
U+94BC	钼	U+926C	鉬	src=GB2013
U+94BF	钿	U+923F	鈿	src=GB2013
U+94C0	铀	U+923E	鈾	src=GB2013
U+94C2	铂	U+9251	鉑	src=GB2013
U+94C4	铄	U+9460	鑠	src=GB2013
U+94C6	铆	U+925A	鉚	src=GB2013
U+94C8	铈	U+9230	鈰	src=GB2013
U+94C9	铉	U+9249	鉉	src=GB2013
U+94CA	铊	U+9248	鉈	reg-also-variant-elsewhere:鉈; src=GB2013
U+94CB	铋	U+924D	鉍	src=GB2013
U+94CC	铌	U+922E	鈮	src=GB2013
U+94CD	铍	U+9239	鈹	src=GB2013
U+497D	䥽	U+93FA	鏺	src=GB2013
U+94CE	铎	U+9438	鐸	src=GB2013
U+6C29	氩	U+6C2C	氬	src=GB2013
U+7B15	笕	U+7B67	筧	src=GB2013
U+5010	倐	U+500F	倏	src=GB2013,Var-to-Rep
U+5135	儵	U+500F	倏	src=GB2013,Var-to-Rep
U+96BD	隽	U+96BD,U+96CB	隽雋	reverse-dropped:雋→隽 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:隽; multi-target (2); src=GB2013,Var-to-Rep
U+7690	皐	U+768B	皋	src=GB2013,Var-to-Rep
U+81EF	臯	U+768B	皋	src=GB2013,Var-to-Rep
U+8842	衂	U+8844	衄	src=GB2013,Var-to-Rep
U+4D8A	䶊	U+8844	衄	src=GB2013,Var-to-Rep
U+9880	颀	U+980E	頎	src=GB2013
U+5F95	徕	U+5FA0	徠	src=GB2013
U+81D9	臙	U+80ED	胭	src=GB2013,Var-to-Rep
U+810D	脍	U+81BE	膾	src=GB2013
U+9E31	鸱	U+9D1F	鴟	src=GB2013
U+73BA	玺	U+74BD	璽	src=GB2013
U+9E32	鸲	U+9D1D	鴝	reg-also-variant-elsewhere:鴝; src=GB2013
U+7367	獧	U+72F7	狷	src=GB2013,Var-to-Rep
U+7303	猃	U+736B	獫	src=GB2013
U+8885	袅	U+88CA	裊	src=GB2013
U+5ACB	嫋	U+88CA	裊	src=GB2013,Var-to-Rep
U+892D	褭	U+88CA	裊	src=GB2013,Var-to-Rep
U+5B1D	嬝	U+88CA	裊	src=GB2013,Var-to-Rep
U+997D	饽	U+9911	餑	src=GB2013
U+683E	栾	U+6B12	欒	src=GB2013
U+631B	挛	U+6523	攣	src=GB2013
U+75B4	疴	U+75B4,U+75FE	疴痾	reverse-dropped:痾→疴 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:疴; multi-target (2); src=GB2013,Var-to-Rep
U+75C8	痈	U+7670	癰	src=GB2013
U+75B1	疱	U+75B1,U+76B0	疱皰	reverse-dropped:皰→疱 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:疱; multi-target (2); src=GB2013,Var-to-Rep
U+75C9	痉	U+75D9	痙	src=GB2013
U+9883	颃	U+980F	頏	src=GB2013
U+9603	阃	U+95AB	閫	src=GB2013
U+9604	阄	U+9B2E	鬮	src=GB2013
U+8A1A	訚	U+8ABE	誾	src=GB2013
U+9606	阆	U+95AC	閬	src=GB2013
U+90F8	郸	U+9132	鄲	src=GB2013
U+70E8	烨	U+71C1	燁	src=GB2013
U+7217	爗	U+71C1	燁	src=GB2013,Var-to-Rep
U+70E9	烩	U+71F4	燴	src=GB2013
U+70EC	烬	U+71FC	燼	src=GB2013
U+6D9E	涞	U+6DF6	淶	src=GB2013
U+6D9F	涟	U+6F23	漣	src=GB2013
U+6E7C	湼	U+6D85	涅	src=GB2013,Var-to-Rep
U+6DA0	涠	U+6F7F	潿	src=GB2013
U+6FA3	澣	U+6D63	浣	src=GB2013,Var-to-Rep
U+6FEC	濬	U+6D5A	浚	src=GB2013,Var-to-Rep
U+60AD	悭	U+6173	慳	src=GB2013
U+8BF9	诹	U+8ACF	諏	src=GB2013
U+585A	塚	U+51A2	冢	src=GB2013,Var-to-Rep
U+8BFC	诼	U+8AD1	諑	src=GB2013
U+8962	襢	U+8892	袒	src=GB2013,Var-to-Rep
U+796F	祯	U+798E	禎	src=GB2013
U+8BFF	诿	U+8AC9	諉	src=GB2013
U+8C00	谀	U+8ADB	諛	src=GB2013
U+8C02	谂	U+8AD7	諗	src=GB2013
U+8C04	谄	U+8AC2	諂	src=GB2013
U+8B1F	謟	U+8AC2	諂	src=GB2013,Var-to-Rep
U+8C07	谇	U+8AB6	誶	src=GB2013
U+5A32	娲	U+5AA7	媧	src=GB2013
U+5A34	娴	U+5AFB	嫻	src=GB2013
U+5AFA	嫺	U+5AFB	嫻	src=GB2013,Var-to-Rep
U+5A3F	娿	U+5A40	婀	src=GB2013,Var-to-Rep
U+7EE0	绠	U+7D86	綆	src=GB2013
U+9A8A	骊	U+9A6A	驪	src=GB2013
U+7EE1	绡	U+7D83	綃	src=GB2013
U+9A8B	骋	U+9A01	騁	src=GB2013
U+7EE5	绥	U+7D8F	綏	src=GB2013
U+7EE6	绦	U+7E27,U+7E1A	縧縚	reg-also-variant-elsewhere:縧; multi-target (2); src=GB2013,Var-to-Rep
U+7D5B	絛	U+7E27,U+7E1A	縧縚	reg-also-variant-elsewhere:縧; multi-target (2); src=GB2013,Var-to-Rep
U+7EE8	绨	U+7D88	綈	src=GB2013
U+9A8E	骎	U+99F8	駸	src=GB2013
U+9E36	鸶	U+9DE5	鷥	src=GB2013
U+7118	焘	U+71FE	燾	src=GB2013
U+740F	琏	U+7489	璉	src=GB2013
U+9EB8	麸	U+9EA9	麩	src=GB2013
U+7CB0	粰	U+9EA9	麩	src=GB2013,Var-to-Rep
U+4D38	䴸	U+9EA9	麩	src=GB2013,Var-to-Rep
U+63B3	掳	U+64C4	擄	reg-also-variant-elsewhere:擄; src=GB2013
U+63B4	掴	U+6451	摑	src=GB2013
U+9E37	鸷	U+9DD9	鷙	src=GB2013
U+63B8	掸	U+64A3	撣	src=GB2013
U+60AB	悫	U+6164	慤	src=GB2013
U+63BC	掼	U+645C	摜	src=GB2013
U+8426	萦	U+7E08	縈	src=GB2013
U+68BF	梿	U+69E4	槤	src=GB2013
U+89CB	觋	U+89A1	覡	src=GB2013
U+68C2	棂	U+6B1E	欞	reg-also-variant-elsewhere:欞; src=GB2013
U+556C	啬	U+55C7	嗇	src=GB2013
U+532E	匮	U+5331	匱	src=GB2013
U+52C5	勅	U+6555	敕	src=GB2013,Var-to-Rep
U+52D1	勑	U+6555	敕	src=GB2013
U+621E	戞	U+621B	戛	src=GB2013,Var-to-Rep
U+7856	硖	U+7864	硤	src=GB2013
U+7857	硗	U+78FD	磽	reg-also-variant-elsewhere:磽; src=GB2013
U+9E38	鸸	U+9D2F	鴯	src=GB2013
U+53A9	厩	U+53A9,U+5EC4	厩廄	reverse-dropped:廄→厩 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:厩; multi-target (2); src=GB2013,Var-to-Rep
U+5ED0	廐	U+53A9,U+5EC4	厩廄	reg-also-variant-elsewhere:厩; multi-target (2); src=GB2013,Var-to-Rep
U+9F9A	龚	U+9F94	龔	src=GB2013
U+6B92	殒	U+6B9E	殞	src=GB2013
U+6B93	殓	U+6BAE	殮	src=GB2013
U+8D49	赉	U+8CDA	賚	src=GB2013
U+8F84	辄	U+8F12	輒	src=GB2013
U+8F19	輙	U+8F12	輒	src=GB2013,Var-to-Rep
U+5811	堑	U+5879	塹	src=GB2013
U+7726	眦	U+7726,U+7725	眦眥	reverse-dropped:眥→眦 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:眦; multi-target (2); src=GB2013,Var-to-Rep
U+5567	啧	U+5616	嘖	src=GB2013
U+899C	覜	U+773A	眺	src=GB2013,Var-to-Rep
U+52D6	勖	U+52D6,U+52D7	勖勗	reverse-dropped:勗→勖 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:勖; multi-target (2); src=GB2013,Var-to-Rep
U+556D	啭	U+56C0	囀	src=GB2013
U+556E	啮	U+5699	嚙	reg-also-variant-elsewhere:嚙; src=GB2013
U+9F67	齧	U+5699,U+56D3	嚙囓	reg-also-variant-elsewhere:嚙; multi-target (2); src=GB2013,Var-to-Rep
U+8DC4	跄	U+8E4C	蹌	reg-also-variant-elsewhere:蹌; src=GB2013
U+86CE	蛎	U+8823	蠣	src=GB2013
U+86CA	蛊	U+8831	蠱	src=GB2013
U+86CF	蛏	U+87F6	蟶	src=GB2013
U+5557	啗	U+5556	啖	src=GB2013,Var-to-Rep
U+5649	噉	U+5556	啖	src=GB2013,Var-to-Rep
U+5E3B	帻	U+5E58	幘	src=GB2013
U+5E3C	帼	U+5E57	幗	src=GB2013
U+8D47	赇	U+8CD5	賕	src=GB2013
U+8D48	赈	U+8CD1	賑	src=GB2013
U+8D4A	赊	U+8CD2	賒	src=GB2013
U+94D1	铑	U+92A0	銠	src=GB2013
U+94D2	铒	U+927A	鉺	src=GB2013
U+94D7	铗	U+92CF	鋏	src=GB2013
U+94D9	铙	U+9403	鐃	src=GB2013
U+94DF	铟	U+92A6	銦	src=GB2013
U+94E0	铠	U+93A7	鎧	src=GB2013,Var-to-Rep
U+94E1	铡	U+9358	鍘	src=GB2013
U+94E2	铢	U+9296	銖	src=GB2013
U+94E3	铣	U+9291	銑	src=GB2013
U+94E4	铤	U+92CC	鋌	src=GB2013
U+94E7	铧	U+93F5	鏵	src=GB2013
U+94E8	铨	U+9293	銓	src=GB2013
U+94E9	铩	U+93A9	鎩	src=GB2013
U+94EA	铪	U+927F	鉿	src=GB2013
U+94EB	铫	U+929A	銚	src=GB2013
U+94EC	铬	U+927B	鉻	src=GB2013
U+94EE	铮	U+931A	錚	src=GB2013
U+94EF	铯	U+92AB	銫	src=GB2013
U+94F0	铰	U+9278	鉸	src=GB2013
U+94F1	铱	U+92A5	銥	src=GB2013
U+94F3	铳	U+9283	銃	src=GB2013
U+94F5	铵	U+92A8	銨	src=GB2013
U+94F7	铷	U+92A3	銣	src=GB2013
U+9E39	鸹	U+9D30	鴰	src=GB2013
U+79FE	秾	U+7A60	穠	src=GB2013
U+7B3A	笺	U+7B8B	箋	src=GB2013
U+724B	牋	U+7B8B	箋	src=GB2013,Var-to-Rep
U+693E	椾	U+7B8B	箋	src=GB2013,Var-to-Rep
U+7B3E	笾	U+7C69	籩	src=GB2013
U+507E	偾	U+50E8	僨	src=GB2013
U+506C	偬	U+506C,U+50AF	偬傯	reverse-dropped:傯→偬 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:偬; multi-target (2); src=GB2013,Var-to-Rep
U+507B	偻	U+50C2	僂	src=GB2013
U+7691	皑	U+769A	皚	src=GB2013
U+9E3B	鸻	U+9D34	鴴	src=GB2013
U+823B	舻	U+826B	艫	src=GB2013
U+9F9B	龛	U+9F95	龕	src=GB2013
U+7321	猡	U+7380	玀	src=GB2013
U+7315	猕	U+737C	獼	src=GB2013
U+9983	馃	U+991C	餜	src=GB2013
U+9984	馄	U+991B	餛	src=GB2013
U+9E3E	鸾	U+9E1E	鸞	src=GB2013
U+9607	阇	U+95CD	闍	src=GB2013
U+9608	阈	U+95BE	閾	src=GB2013
U+9609	阉	U+95B9	閹	reg-also-variant-elsewhere:閹; src=GB2013
U+960A	阊	U+95B6	閶	src=GB2013
U+960B	阋	U+9B29	鬩	src=GB2013
U+960D	阍	U+95BD	閽	src=GB2013
U+960F	阏	U+95BC	閼	src=GB2013
U+7F9F	羟	U+7FA5	羥	src=GB2013
U+7C9D	粝	U+7CF2	糲	src=GB2013
U+7116	焖	U+71DC	燜	src=GB2013
U+6E0D	渍	U+6F2C	漬	src=GB2013
U+6E0E	渎	U+7006	瀆	src=GB2013
U+6331	挱	U+6332	挲	src=GB2013,Var-to-Rep
U+6E11	渑	U+6FA0	澠	src=GB2013
U+60EC	惬	U+611C	愜	src=GB2013
U+3966	㥦	U+611C	愜	src=GB2013,Var-to-Rep
U+60C7	惇	U+60C7,U+6566	惇敦	var-also-canonical-elsewhere; reg-also-variant-elsewhere:惇; multi-target (2); src=GB2013,Var-to-Rep
U+396B	㥫	U+60C7,U+6566	惇敦	reg-also-variant-elsewhere:惇; multi-target (2); src=GB2013,Var-to-Rep
U+60EE	惮	U+619A	憚	src=GB2013
U+8C0C	谌	U+8AF6	諶	src=GB2013
U+8C0F	谏	U+8AEB	諫	src=GB2013
U+76B2	皲	U+76B8	皸	src=GB2013
U+8C11	谑	U+8B14	謔	src=GB2013
U+88C6	裆	U+8960	襠	src=GB2013
U+8C12	谒	U+8B01	謁	src=GB2013
U+8C14	谔	U+8AE4	諤	src=GB2013
U+8C15	谕	U+8AED	諭	src=GB2013
U+8C16	谖	U+8AFC	諼	src=GB2013
U+8C17	谗	U+8B92	讒	src=GB2013
U+8C19	谙	U+8AF3	諳	src=GB2013
U+8C1B	谛	U+8AE6	諦	src=GB2013
U+8C1D	谝	U+8ADE	諞	src=GB2013
U+7C9C	粜	U+7CF6	糶	src=GB2013
U+5A75	婵	U+5B0B	嬋	src=GB2013
U+60E5	惥	U+607F	恿	src=GB2013,Var-to-Rep
U+6142	慂	U+607F	恿	src=GB2013,Var-to-Rep
U+7EEB	绫	U+7DBE	綾	src=GB2013
U+9A90	骐	U+9A0F	騏	src=GB2013
U+7EEE	绮	U+7DBA	綺	src=GB2013
U+7EEF	绯	U+7DCB	緋	src=GB2013
U+7EF1	绱	U+7DD4	緔	src=GB2013
U+9A92	骒	U+9A0D	騍	src=GB2013
U+7EF2	绲	U+7DC4	緄	src=GB2013
U+9A93	骓	U+9A05	騅	src=GB2013
U+7EF6	绶	U+7DAC	綬	src=GB2013
U+7EFA	绺	U+7DB9	綹	src=GB2013
U+7EFB	绻	U+7DA3	綣	src=GB2013
U+7EFE	绾	U+7DB0	綰	src=GB2013
U+9A96	骖	U+9A42	驂	src=GB2013
U+7F01	缁	U+7DC7	緇	src=GB2013
U+9753	靓	U+975A	靚	src=GB2013
U+8F87	辇	U+8F26	輦	src=GB2013
U+9F0B	鼋	U+9EFF	黿	src=GB2013
U+5819	堙	U+5819,U+5794	堙垔	var-also-canonical-elsewhere; reg-also-variant-elsewhere:堙; multi-target (2); src=GB2013,Var-to-Rep
U+967B	陻	U+5819,U+5794	堙垔	reg-also-variant-elsewhere:堙; multi-target (2); src=GB2013,Var-to-Rep
U+9889	颉	U+9821	頡	src=GB2013
U+63FF	揿	U+64B3	撳	src=GB2013
U+6407	搇	U+64B3	撳	src=GB2013,Var-to-Rep
U+86F0	蛰	U+87C4	蟄	src=GB2013
U+5846	塆	U+58EA	壪	src=GB2013
U+855A	蕚	U+843C	萼	src=GB2013,Var-to-Rep
U+848C	蒌	U+851E	蔞	src=GB2013
U+8432	萲	U+8431	萱	src=GB2013,Var-to-Rep
U+857F	蕿	U+8431	萱	src=GB2013,Var-to-Rep
U+8610	蘐	U+8431	萱	src=GB2013,Var-to-Rep
U+85FC	藼	U+8431	萱	src=GB2013,Var-to-Rep
U+691F	椟	U+6ADD	櫝	src=GB2013
U+68F9	棹	U+68F9,U+6389	棹掉	var-also-canonical-elsewhere; reg-also-variant-elsewhere:棹; multi-target (2); src=GB2013,Var-to-Rep
U+6AC2	櫂	U+68F9,U+6389	棹掉	reg-also-variant-elsewhere:棹; multi-target (2); src=GB2013,Var-to-Rep
U+6924	椤	U+6B0F	欏	src=GB2013
U+68F0	棰	U+68F0,U+6376	棰捶	var-also-canonical-elsewhere; reg-also-variant-elsewhere:棰; multi-target (2); src=GB2013,Var-to-Rep
U+7BA0	箠	U+68F0,U+6376	棰捶	reg-also-variant-elsewhere:棰; multi-target (2); src=GB2013,Var-to-Rep
U+8D4D	赍	U+8CEB	賫	src=GB2013
U+8CF7	賷	U+8CEB	賫	src=GB2013,Var-to-Rep
U+9F4E	齎	U+8CEB	賫	src=GB2013,Var-to-Rep
U+6901	椁	U+6901,U+69E8	椁槨	reverse-dropped:槨→椁 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:椁; multi-target (2); src=GB2013,Var-to-Rep
U+9E41	鹁	U+9D53	鵓	src=GB2013
U+9E42	鹂	U+9E1D	鸝	src=GB2013
U+6B9A	殚	U+6BAB	殫	src=GB2013
U+8F8A	辊	U+8F25	輥	src=GB2013
U+8F8B	辋	U+8F1E	輞	src=GB2013
U+6920	椠	U+69E7	槧	src=GB2013
U+8F8D	辍	U+8F1F	輟	src=GB2013
U+8F8E	辎	U+8F1C	輜	src=GB2013
U+7751	睑	U+77BC	瞼	src=GB2013
U+5551	啑	U+558B	喋	src=GB2013,Var-to-Rep
U+8E60	蹠	U+8DD6	跖	src=GB2013,Var-to-Rep
U+8DDE	跞	U+8E92	躒	src=GB2013
U+86F1	蛱	U+86FA	蛺	src=GB2013
U+86F2	蛲	U+87EF	蟯	src=GB2013
U+86F3	蛳	U+8784	螄	src=GB2013
U+8698	蚘	U+86D4	蛔	src=GB2013,Var-to-Rep
U+75D0	痐	U+86D4	蛔	src=GB2013,Var-to-Rep
U+86D5	蛕	U+86D4	蛔	src=GB2013,Var-to-Rep
U+8716	蜖	U+86D4	蛔	src=GB2013,Var-to-Rep
U+86F4	蛴	U+8810	蠐	src=GB2013
U+7616	瘖	U+5591	喑	src=GB2013,Var-to-Rep
U+55BD	喽	U+560D	嘍	src=GB2013
U+5D58	嵘	U+5DB8	嶸	src=GB2013
U+5D5D	嵝	U+5D81	嶁	src=GB2013
U+8D55	赕	U+8CE7	賧	src=GB2013
U+94FB	铻	U+92D9	鋙	src=GB2013
U+94FC	铼	U+9338	錸	src=GB2013
U+94FF	铿	U+93D7	鏗	src=GB2013
U+9503	锃	U+92E5	鋥	src=GB2013
U+9502	锂	U+92F0	鋰	src=GB2013
U+9506	锆	U+92EF	鋯	src=GB2013
U+9507	锇	U+92E8	鋨	src=GB2013
U+9509	锉	U+92BC	銼	src=GB2013
U+5249	剉	U+92BC	銼	src=GB2013,Var-to-Rep
U+950F	锏	U+9427	鐧	src=GB2013
U+9511	锑	U+92BB	銻	src=GB2013
U+9512	锒	U+92C3	鋃	src=GB2013
U+9514	锔	U+92E6	鋦	src=GB2013
U+9515	锕	U+9312	錒	src=GB2013
