var_cp	var_char	reg_cp	reg_char	remarks
U+728A	犊	U+72A2	犢	src=GB2013
U+9E44	鹄	U+9D60	鵠	src=GB2013
U+7B5A	筚	U+7BF3	篳	src=GB2013
U+724D	牍	U+7258	牘	src=GB2013
U+50A5	傥	U+513B	儻	reg-also-variant-elsewhere:儻; src=GB2013
U+50A7	傧	U+5110	儐	src=GB2013
U+50A9	傩	U+513A	儺	src=GB2013
U+906F	遯	U+9041	遁	src=GB2013,Var-to-Rep
U+5AAD	媭	U+5B03	嬃	src=GB2013
U+988C	颌	U+981C	頜	src=GB2013
U+9E46	鹆	U+9D52	鵒	src=GB2013
U+814C	腌	U+814C,U+9183	腌醃	reverse-dropped:醃→腌 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:腌; multi-target (2); src=GB2013,Var-to-Rep
U+9C7F	鱿	U+9B77	魷	reg-also-variant-elsewhere:魷; src=GB2013
U+9C80	鲀	U+9B68	魨	src=GB2013
U+9C82	鲂	U+9B74	魴	src=GB2013
U+988D	颍	U+6F41	潁	src=GB2013
U+98D3	飓	U+98B6	颶	src=GB2013
U+295D7	𩗗	U+98B6	颶	src=GB2013,Var-to-Rep
U+89DE	觞	U+89F4	觴	src=GB2013
U+988E	颎	U+71B2	熲	src=GB2013
U+98F1	飱	U+98E7	飧	src=GB2013,Var-to-Rep
U+9987	馇	U+9937	餷	src=GB2013
U+998A	馊	U+993F	餿	src=GB2013
U+4EB5	亵	U+893B	褻	src=GB2013
U+8114	脔	U+81E0	臠	src=GB2013
U+75E8	痨	U+7646	癆	src=GB2013
U+75EB	痫	U+7647	癇	src=GB2013
U+8D53	赓	U+8CE1	賡	src=GB2013
U+988F	颏	U+9826	頦	src=GB2013
U+9E47	鹇	U+9DF3	鷳	src=GB2013
U+9611	阑	U+95CC	闌	src=GB2013
U+9612	阒	U+95C3	闃	src=GB2013
U+9615	阕	U+95CB	闋	src=GB2013
U+9E48	鹈	U+9D5C	鵜	src=GB2013
U+6126	愦	U+6192	憒	src=GB2013
U+55BE	喾	U+56B3	嚳	src=GB2013
U+8C1F	谟	U+8B28	謨	src=GB2013
U+8B29	謩	U+8B28	謨	src=GB2013,Var-to-Rep
U+88E2	裢	U+8933	褳	src=GB2013
U+88E5	裥	U+8947	襇	src=GB2013
U+8C20	谠	U+8B9C	讜	src=GB2013
U+5E42	幂	U+5E42,U+51AA	幂冪	reverse-dropped:冪→幂 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:幂; multi-target (2); src=GB2013,Var-to-Rep
U+8C21	谡	U+8B16	謖	src=GB2013
U+8C25	谥	U+8B1A	謚	reg-also-variant-elsewhere:謚; src=GB2013
U+8C27	谧	U+8B10	謐	src=GB2013
U+9A98	骘	U+9A2D	騭	src=GB2013
U+5DEF	巯	U+5DF0	巰	src=GB2013
U+7FDA	翚	U+7FEC	翬	src=GB2013
U+9A9B	骛	U+9A16	騖	src=GB2013
U+7F02	缂	U+7DD9	緙	src=GB2013
U+7F03	缃	U+7DD7	緗	src=GB2013
U+7F04	缄	U+7DD8	緘	src=GB2013
U+6937	椷	U+7DD8	緘	src=GB2013,Var-to-Rep
U+7F07	缇	U+7DF9	緹	src=GB2013
U+7F08	缈	U+7DF2	緲	reg-also-variant-elsewhere:緲; src=GB2013
U+7F0C	缌	U+7DE6	緦	src=GB2013
U+7F11	缑	U+7DF1	緱	src=GB2013
U+7F12	缒	U+7E0B	縋	src=GB2013
U+7F17	缗	U+7DE1	緡	src=GB2013
U+98E8	飨	U+9957	饗	src=GB2013
U+8022	耢	U+802E	耮	src=GB2013
U+9A9C	骜	U+9A41	驁	src=GB2013
U+97EB	韫	U+97DE	韞	reg-also-variant-elsewhere:韞; src=GB2013
U+6445	摅	U+6504	攄	src=GB2013
U+6448	摈	U+64EF	擯	src=GB2013
U+6BC2	毂	U+8F42	轂	src=GB2013
U+84E6	蓦	U+9A40	驀	src=GB2013
U+9E4B	鹋	U+9D93	鶓	src=GB2013
U+84DF	蓟	U+858A	薊	src=GB2013
U+84D1	蓑	U+84D1,U+7C11	蓑簑	reverse-dropped:簑→蓑 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:蓑; multi-target (2); src=GB2013,Var-to-Rep
U+84E0	蓠	U+863A	蘺	src=GB2013
U+84E5	蓥	U+93A3	鎣	src=GB2013
U+9890	颐	U+9824	頤	src=GB2013
U+678F	枏	U+6960	楠	src=GB2013,Var-to-Rep
U+67DF	柟	U+6960	楠	src=GB2013,Var-to-Rep
U+6A9D	檝	U+696B	楫	src=GB2013,Var-to-Rep
U+6988	榈	U+6ADA	櫚	src=GB2013
U+6989	榉	U+6AF8	櫸	src=GB2013
U+6966	楦	U+6966,U+6965	楦楥	reverse-dropped:楥→楦 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:楦; multi-target (2); src=GB2013,Var-to-Rep
U+789B	碛	U+78E7	磧	src=GB2013
U+77F4	矴	U+7887	碇	src=GB2013,Var-to-Rep
U+6917	椗	U+7887	碇	src=GB2013,Var-to-Rep
U+789C	碜	U+78E3	磣	src=GB2013
U+9E4C	鹌	U+9D6A	鵪	src=GB2013
U+8F8F	辏	U+8F33	輳	src=GB2013
U+9F83	龃	U+9F5F	齟	src=GB2013
U+9F85	龅	U+9F59	齙	src=GB2013
U+97EA	韪	U+97D9	韙	src=GB2013
U+55EB	嗫	U+56C1	囁	src=GB2013
U+8DF6	跶	U+8E82	躂	src=GB2013
U+8DF8	跸	U+8E55	蹕	src=GB2013
U+8DF9	跹	U+8E9A	躚	reg-also-variant-elsewhere:躚; src=GB2013
U+8DFB	跻	U+8E8B	躋	reg-also-variant-elsewhere:躋; src=GB2013
U+5637	嘷	U+55E5	嗥	src=GB2013,Var-to-Rep
U+734B	獋	U+55E5	嗥	src=GB2013,Var-to-Rep
U+55F3	嗳	U+566F	噯	src=GB2013
U+9517	锗	U+937A	鍺	reg-also-variant-elsewhere:鍺; src=GB2013
U+951B	锛	U+931B	錛	src=GB2013
U+951C	锜	U+9321	錡	src=GB2013
U+951D	锝	U+9340	鍀	src=GB2013
U+951E	锞	U+9301	錁	src=GB2013
U+951F	锟	U+9315	錕	src=GB2013
U+9522	锢	U+932E	錮	src=GB2013
U+9528	锨	U+9341	鍁	src=GB2013
U+9529	锩	U+9308	錈	src=GB2013
U+952D	锭	U+9320	錠	src=GB2013
U+9531	锱	U+9319	錙	src=GB2013
U+7CBA	粺	U+7A17	稗	src=GB2013,Var-to-Rep
U+4230	䈰	U+7B72	筲	src=GB2013,Var-to-Rep
U+8AD0	諐	U+6106	愆	src=GB2013,Var-to-Rep
U+89CE	觎	U+89A6	覦	src=GB2013
U+9894	颔	U+9837	頷	src=GB2013
U+9F76	齶	U+816D	腭	src=GB2013,Var-to-Rep
U+5818	堘	U+584D	塍	src=GB2013,Var-to-Rep
U+9C85	鲅	U+9B81	鮁	src=GB2013
U+9C86	鲆	U+9B83	鮃	src=GB2013
U+9C87	鲇	U+9B8E	鮎	src=GB2013
U+9C88	鲈	U+9C78	鱸	src=GB2013
U+7A23	稣	U+7A4C	穌	src=GB2013
U+9C8B	鲋	U+9B92	鮒	src=GB2013
U+9C90	鲐	U+9B90	鮐	src=GB2013
U+9E50	鹐	U+9D6E	鵮	src=GB2013
U+98D5	飕	U+98BC	颼	src=GB2013
U+9990	馐	U+9948	饈	src=GB2013
U+9E51	鹑	U+9D89	鶉	src=GB2013
U+75BF	疿	U+75F1	痱	src=GB2013,Var-to-Rep
U+7606	瘆	U+762E	瘮	src=GB2013
U+96DD	雝	U+96CD	雍	src=GB2013,Var-to-Rep
U+9616	阖	U+95D4	闔	var-also-canonical-elsewhere; src=GB2013
U+9617	阗	U+95D0	闐	src=GB2013
U+9619	阙	U+95D5	闕	src=GB2013
U+79D4	秔	U+7CB3	粳	src=GB2013,Var-to-Rep
U+7A09	稉	U+7CB3	粳	src=GB2013,Var-to-Rep
U+6EDF	滟	U+7067	灧	src=GB2013
U+6EE2	滢	U+7005	瀅	src=GB2013
U+6ED7	滗	U+6F77	潷	src=GB2013
U+6EE6	滦	U+7064	灤	src=GB2013
U+6EEA	滪	U+6FA6	澦	src=GB2013
U+6151	慑	U+61FE	懾	src=GB2013
U+6174	慴	U+61FE	懾	src=GB2013,Var-to-Rep
U+9C8E	鲎	U+9C5F	鱟	src=GB2013
U+9A9E	骞	U+9A2B	騫	src=GB2013
U+7AA6	窦	U+7AC7	竇	src=GB2013
U+8C29	谩	U+8B3E	謾	src=GB2013
U+8C2A	谪	U+8B2B	謫	src=GB2013
U+8B81	讁	U+8B2B	謫	src=GB2013,Var-to-Rep
U+5AD2	嫒	U+5B21	嬡	src=GB2013
U+5AD4	嫔	U+5B2A	嬪	src=GB2013
U+7F19	缙	U+7E09	縉	src=GB2013
U+7F1C	缜	U+7E1D	縝	src=GB2013
U+7F1B	缛	U+7E1F	縟	src=GB2013
U+8F94	辔	U+8F61	轡	src=GB2013
U+9A9D	骝	U+9A2E	騮	src=GB2013
U+7F1F	缟	U+7E1E	縞	src=GB2013
U+7F21	缡	U+7E2D	縭	src=GB2013
U+7F22	缢	U+7E0A	縊	src=GB2013
U+7F23	缣	U+7E11	縑	src=GB2013
U+9A9F	骟	U+9A38	騸	src=GB2013
U+89CF	觏	U+89AF	覯	src=GB2013
U+97EC	韬	U+97DC	韜	src=GB2013
U+53C6	叆	U+9749	靉	src=GB2013
U+6484	撄	U+6516	攖	src=GB2013
U+8537	蔷	U+8594	薔	src=GB2013
U+853A	蔺	U+85FA	藺	src=GB2013
U+9E55	鹕	U+9D98	鶘	src=GB2013
U+69C1	槁	U+69C1,U+7A3F	槁稿	var-also-canonical-elsewhere; reg-also-variant-elsewhere:槁; multi-target (2); src=GB2013,Var-to-Rep
U+69C0	槀	U+69C1,U+7A3F	槁稿	reg-also-variant-elsewhere:槁; multi-target (2); src=GB2013,Var-to-Rep
U+69DF	槟	U+6AB3	檳	src=GB2013
U+69E0	槠	U+6AE7	櫧	src=GB2013
U+6409	搉	U+69B7	榷	src=GB2013,Var-to-Rep
U+2365C	𣙜	U+69B7	榷	src=GB2013,Var-to-Rep
U+917D	酽	U+91C5	釅	src=GB2013
U+53AE	厮	U+53AE,U+5EDD	厮廝	reverse-dropped:廝→厮 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:厮; multi-target (2); src=GB2013,Var-to-Rep
U+26246	𦉆	U+78B4	碴	src=GB2013,Var-to-Rep
U+6BA1	殡	U+6BAF	殯	src=GB2013
U+9701	霁	U+973D	霽	src=GB2013
U+8F95	辕	U+8F45	轅	src=GB2013
U+9F87	龇	U+9F5C	齜	src=GB2013
U+9F88	龈	U+9F66	齦	reg-also-variant-elsewhere:齦; src=GB2013
U+53E1	叡	U+777F	睿	src=GB2013,Var-to-Rep
U+4056	䁖	U+779C	瞜	src=GB2013
U+5620	嘠	U+560E	嘎	src=GB2013,Var-to-Rep
U+66A7	暧	U+66D6	曖	src=GB2013
U+8E0C	踌	U+8E8A	躊	src=GB2013
U+8748	蝈	U+87C8	蟈	src=GB2013
U+870B	蜋	U+8782	螂	src=GB2013,Var-to-Rep
U+9E57	鹗	U+9D9A	鶚	src=GB2013
U+5624	嘤	U+56B6	嚶	src=GB2013
U+7F74	罴	U+7F86	羆	src=GB2013
U+8D59	赙	U+8CFB	賻	src=GB2013
U+7F42	罂	U+7F4C	罌	src=GB2013
U+7516	甖	U+7F4C	罌	src=GB2013,Var-to-Rep
U+9E58	鹘	U+9DBB	鶻	src=GB2013
U+9532	锲	U+9365	鍥	src=GB2013
U+9534	锴	U+9347	鍇	src=GB2013
U+9536	锶	U+9376	鍶	src=GB2013
U+9537	锷	U+9354	鍔	src=GB2013
U+9538	锸	U+9364	鍤	reg-also-variant-elsewhere:鍤; src=GB2013
U+9535	锵	U+93D8	鏘	src=GB2013
U+9541	镁	U+9382	鎂	src=GB2013
U+9542	镂	U+93E4	鏤	src=GB2013
U+7BA6	箦	U+7C00	簀	src=GB2013
U+7BA7	箧	U+7BCB	篋	src=GB2013
U+7B6F	筯	U+7BB8	箸	src=GB2013,Var-to-Rep
U+7BAC	箬	U+7BAC,U+7BDB	箬篛	reverse-dropped:篛→箬 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:箬; multi-target (2); src=GB2013,Var-to-Rep
U+7BAA	箪	U+7C1E	簞	src=GB2013
U+7B93	箓	U+7C59	籙	var-also-canonical-elsewhere; src=GB2013
U+8191	膑	U+81CF	臏	src=GB2013
U+9C91	鲑	U+9BAD	鮭	src=GB2013
U+9C94	鲔	U+9BAA	鮪	src=GB2013
U+9C9A	鲚	U+9C6D	鱭	src=GB2013
U+9C9B	鲛	U+9BAB	鮫	src=GB2013
U+9C9F	鲟	U+9C58	鱘	src=GB2013
U+9E9E	麞	U+7350	獐	src=GB2013,Var-to-Rep
U+9991	馑	U+9949	饉	src=GB2013
U+92AE	銮	U+947E	鑾	src=GB2013
U+7618	瘘	U+763B	瘻	reg-also-variant-elsewhere:瘻; src=GB2013
U+961A	阚	U+95DE	闞	src=GB2013
U+9C9E	鲞	U+9B9D	鮝	src=GB2013
U+7CC9	糉	U+7CBD	粽	src=GB2013,Var-to-Rep
U+7CC1	糁	U+7CDD	糝	src=GB2013
U+9E5A	鹚	U+9DC0	鷀	src=GB2013
U+9DBF	鶿	U+9DC0	鷀	src=GB2013,Var-to-Rep
U+6F4B	潋	U+7032	瀲	src=GB2013
U+6F4D	潍	U+6FF0	濰	src=GB2013
U+8C2E	谮	U+8B56	譖	src=GB2013
U+7DE5	緥	U+8913	褓	src=GB2013,Var-to-Rep
U+891B	褛	U+8938	褸	src=GB2013
U+8C2F	谯	U+8B59	譙	src=GB2013
U+8C30	谰	U+8B95	讕	src=GB2013
U+8C32	谲	U+8B4E	譎	src=GB2013
U+9E5B	鹛	U+9DA5	鶥	src=GB2013
U+5AF1	嫱	U+5B19	嬙	src=GB2013
U+9E5C	鹜	U+9DA9	鶩	src=GB2013
U+9AA0	骠	U+9A43	驃	src=GB2013
U+7F25	缥	U+7E39	縹	src=GB2013
U+7F26	缦	U+7E35	縵	src=GB2013
U+7F27	缧	U+7E32	縲	src=GB2013
U+7F28	缨	U+7E93	纓	src=GB2013
U+9AA2	骢	U+9A44	驄	src=GB2013
U+7F2A	缪	U+7E46	繆	src=GB2013
U+7F2B	缫	U+7E45	繅	src=GB2013
U+8027	耧	U+802C	耬	src=GB2013
U+748E	璎	U+74D4	瓔	src=GB2013
U+74BF	璿	U+7487	璇	src=GB2013,Var-to-Rep
U+9AE5	髥	U+9AEF	髯	src=GB2013,Var-to-Rep
U+64B7	撷	U+64F7	擷	src=GB2013
U+64B8	撸	U+64FC	擼	src=GB2013
U+64BA	撺	U+651B	攛	src=GB2013
U+8069	聩	U+8075	聵	src=GB2013
U+89D0	觐	U+89B2	覲	src=GB2013
U+9791	鞑	U+97C3	韃	src=GB2013
U+9792	鞒	U+97BD	鞽	reg-also-variant-elsewhere:鞽; src=GB2013
U+8572	蕲	U+8604	蘄	src=GB2013
U+8D5C	赜	U+8CFE	賾	src=GB2013
U+6A2F	樯	U+6AA3	檣	src=GB2013
U+8262	艢	U+6AA3	檣	src=GB2013,Var-to-Rep
U+9765	靥	U+9768	靨	src=GB2013
U+9B47	魇	U+9B58	魘	src=GB2013
U+990D	餍	U+995C	饜	src=GB2013
U+8F98	辘	U+8F46	轆	reg-also-variant-elsewhere:轆; src=GB2013
U+9F89	龉	U+9F6C	齬	src=GB2013
U+9F8A	龊	U+9F6A	齪	src=GB2013
U+89D1	觑	U+89B7	覷	src=GB2013
U+9899	颙	U+9852	顒	src=GB2013
U+8E2C	踬	U+8E93	躓	src=GB2013
U+8E2F	踯	U+8E91	躑	src=GB2013
U+877E	蝾	U+8811	蠑	src=GB2013
U+877C	蝼	U+87BB	螻	src=GB2013
U+989A	颚	U+984E	顎	src=GB2013
U+565C	噜	U+5695	嚕	src=GB2013
U+989B	颛	U+9853	顓	src=GB2013
U+954A	镊	U+9477	鑷	src=GB2013
U+9549	镉	U+9398	鎘	src=GB2013
U+954C	镌	U+93B8	鎸	src=GB2013
U+954D	镍	U+93B3	鎳	src=GB2013
U+954F	镏	U+93A6	鎦	src=GB2013
U+9552	镒	U+93B0	鎰	src=GB2013
U+9553	镓	U+93B5	鎵	src=GB2013
U+9554	镔	U+944C	鑌	src=GB2013
U+7BD1	篑	U+7C23	簣	src=GB2013
U+9E5E	鹞	U+9DC2	鷂	src=GB2013
U+81D5	臕	U+8198	膘	src=GB2013,Var-to-Rep
U+9CA0	鲠	U+9BC1	鯁	src=GB2013
U+9ABE	骾	U+9BC1	鯁	src=GB2013,Var-to-Rep
U+9CA1	鲡	U+9C7A	鱺	src=GB2013
U+9CA2	鲢	U+9C31	鰱	src=GB2013
U+9CA3	鲣	U+9C39	鰹	src=GB2013
U+9CA5	鲥	U+9C23	鰣	src=GB2013
U+9CA7	鲧	U+9BC0	鯀	src=GB2013
U+9CA9	鲩	U+9BC7	鯇	src=GB2013
U+89EF	觯	U+89F6	觶	src=GB2013
U+9993	馓	U+994A	饊	reg-also-variant-elsewhere:饊; src=GB2013
U+9994	馔	U+994C	饌	src=GB2013
U+7C51	籑	U+994C	饌	src=GB2013,Var-to-Rep
U+9F51	齑	U+9F4F	齏	src=GB2013
U+9908	餈	U+7CCD	糍	src=GB2013,Var-to-Rep
U+8C33	谳	U+8B9E	讞	src=GB2013
U+8934	褴	U+8964	襤	src=GB2013
U+8C35	谵	U+8B6B	譫	src=GB2013
U+5C66	屦	U+5C68	屨	src=GB2013
U+5279	剹	U+622E	戮	src=GB2013,Var-to-Rep
U+7F2C	缬	U+7E88	纈	src=GB2013
U+7F2E	缮	U+7E55	繕	src=GB2013
U+7F2F	缯	U+7E52	繒	src=GB2013
U+9AA3	骣	U+9A4F	驏	src=GB2013
U+64DE	擞	U+64FB	擻	src=GB2013
U+989E	颞	U+9873	顳	src=GB2013
U+989F	颟	U+9862	顢	src=GB2013
U+85AE	薮	U+85EA	藪	src=GB2013
U+6A5C	橜	U+6A5B	橛	src=GB2013,Var-to-Rep
U+6A79	橹	U+6AD3	櫓	src=GB2013
U+6A10	樐	U+6AD3	櫓	src=GB2013,Var-to-Rep
U+3BED	㯭	U+6AD3	櫓	src=GB2013,Var-to-Rep
U+8263	艣	U+6AD3	櫓	src=GB2013,Var-to-Rep
U+826A	艪	U+6AD3	櫓	src=GB2013,Var-to-Rep
U+7F47	罇	U+6A3D	樽	src=GB2013,Var-to-Rep
U+6A7C	橼	U+6ADE	櫞	src=GB2013
U+8D5D	赝	U+8D0B	贋	reg-also-variant-elsewhere:贋; src=GB2013
U+98D9	飙	U+98C6	飆	reg-also-variant-elsewhere:飆; src=GB2013
U+873A	蜺	U+9713	霓	src=GB2013,Var-to-Rep
U+933E	錾	U+93E8	鏨	src=GB2013
U+8F9A	辚	U+8F54	轔	src=GB2013
U+77D9	矙	U+77B0	瞰	src=GB2013,Var-to-Rep
U+87A8	螨	U+87CE	蟎	src=GB2013
U+4983	䦃	U+942F	鐯	src=GB2013
U+9556	镖	U+93E2	鏢	src=GB2013
U+9557	镗	U+93DC	鏜	src=GB2013
U+9558	镘	U+93DD	鏝	src=GB2013
U+955A	镚	U+93F0	鏰	src=GB2013
U+955B	镛	U+93DE	鏞	src=GB2013
U+955D	镝	U+93D1	鏑	src=GB2013
U+955E	镞	U+93C3	鏃	src=GB2013
U+9560	镠	U+93D0	鏐	src=GB2013
U+6C07	氇	U+6C0C	氌	src=GB2013
U+6187	憇	U+61A9	憩	src=GB2013,Var-to-Rep
U+7A51	穑	U+7A61	穡	src=GB2013
U+7FFA	翺	U+7FF1	翱	src=GB2013,Var-to-Rep
U+9B49	魉	U+9B4E	魎	src=GB2013
U+994D	饍	U+81B3	膳	src=GB2013,Var-to-Rep
U+9CAE	鲮	U+9BEA	鯪	src=GB2013
U+9CB1	鲱	U+9BE1	鯡	src=GB2013
U+9CB2	鲲	U+9BE4	鯤	src=GB2013
U+9CB3	鲳	U+9BE7	鯧	src=GB2013
U+9CB4	鲴	U+9BDD	鯝	src=GB2013
U+9CB5	鲵	U+9BE2	鯢	src=GB2013
U+9CB7	鲷	U+9BDB	鯛	src=GB2013
U+9CBB	鲻	U+9BD4	鯔	src=GB2013
U+736D	獭	U+737A	獺	src=GB2013
U+9E67	鹧	U+9DD3	鷓	src=GB2013
U+8D5F	赟	U+8D07	贇	src=GB2013
U+763F	瘿	U+766D	癭	src=GB2013
U+6593	斓	U+6595	斕	src=GB2013
U+6FD1	濑	U+7028	瀨	src=GB2013
U+98A1	颡	U+9859	顙	src=GB2013
U+7F31	缱	U+7E7E	繾	src=GB2013
U+7F32	缲	U+7E70	繰	reg-also-variant-elsewhere:繰; src=GB2013
U+7F33	缳	U+7E6F	繯	src=GB2013
U+85D3	藓	U+861A	蘚	src=GB2013
U+7796	瞖	U+7FF3	翳	src=GB2013,Var-to-Rep
U+9E69	鹩	U+9DEF	鷯	src=GB2013
U+9F8B	龋	U+9F72	齲	src=GB2013
U+9F8C	龌	U+9F77	齷	src=GB2013
U+8E51	蹑	U+8EA1	躡	src=GB2013
U+8E52	蹒	U+8E63	蹣	src=GB2013
U+7F81	羁	U+7F88	羈	src=GB2013
U+898A	覊	U+7F88	羈	src=GB2013,Var-to-Rep
U+9561	镡	U+9414	鐔	src=GB2013
U+9562	镢	U+941D	鐝	src=GB2013
U+9563	镣	U+9410	鐐	src=GB2013
U+9566	镦	U+9413	鐓	src=GB2013
U+9567	镧	U+946D	鑭	src=GB2013
U+9569	镩	U+9479	鑹	src=GB2013
U+956A	镪	U+93F9	鏹	src=GB2013
U+956B	镫	U+9419	鐙	src=GB2013
U+7C16	簖	U+7C6A	籪	src=GB2013
U+9E6A	鹪	U+9DE6	鷦	src=GB2013
U+81BB	膻	U+81BB,U+7FB6	膻羶	reverse-dropped:羶→膻 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:膻; multi-target (2); src=GB2013,Var-to-Rep
U+7FB4	羴	U+81BB,U+7FB6	膻羶	reg-also-variant-elsewhere:膻; multi-target (2); src=GB2013,Var-to-Rep
U+9CBC	鲼	U+9C5D	鱝	src=GB2013
U+9CBD	鲽	U+9C08	鰈	src=GB2013
U+9CC0	鳀	U+9BF7	鯷	reg-also-variant-elsewhere:鯷; src=GB2013
U+9CC3	鳃	U+9C13	鰓	src=GB2013
U+9CC5	鳅	U+9C0D	鰍	src=GB2013
U+9C0C	鰌	U+9C0D	鰍	src=GB2013,Var-to-Rep
U+9CC7	鳇	U+9C09	鰉	reg-also-variant-elsewhere:鰉; src=GB2013
U+9CCA	鳊	U+9BFF	鯿	src=GB2013
U+7215	爕	U+71EE	燮	src=GB2013,Var-to-Rep
U+9E6B	鹫	U+9DF2	鷲	src=GB2013
U+61D1	懑	U+61E3	懣	reg-also-variant-elsewhere:懣; src=GB2013
U+8941	襁	U+8941,U+7E48	襁繈	var-also-canonical-elsewhere; reg-also-variant-elsewhere:襁; multi-target (2); src=GB2013,Var-to-Rep
U+7E66	繦	U+8941,U+7E48	襁繈	reg-also-variant-elsewhere:襁; multi-target (2); src=GB2013,Var-to-Rep
U+9E6C	鹬	U+9DF8	鷸	src=GB2013
U+9CCC	鳌	U+9C32	鰲	reg-also-variant-elsewhere:鰲; src=GB2013
U+9A0C	騌	U+9B03	鬃	src=GB2013,Var-to-Rep
U+9B09	鬉	U+9B03	鬃	src=GB2013,Var-to-Rep
U+9A23	騣	U+9B03	鬃	src=GB2013,Var-to-Rep
U+97AF	鞯	U+97C9	韉	src=GB2013
U+853E	蔾	U+85DC	藜	src=GB2013,Var-to-Rep
U+98A2	颢	U+9865	顥	reg-also-variant-elsewhere:顥; src=GB2013
U+4800	䠀	U+8E5A	蹚	src=GB2013,Var-to-Rep
U+9E6D	鹭	U+9DFA	鷺	src=GB2013
U+9E6E	鹮	U+4D09	䴉	src=GB2013
U+9AC5	髅	U+9ACF	髏	src=GB2013
U+956C	镬	U+944A	鑊	src=GB2013
U+956D	镭	U+9433	鐳	src=GB2013
U+956F	镯	U+9432	鐲	src=GB2013
U+7C2E	簮	U+7C2A	簪	src=GB2013,Var-to-Rep
U+96E0	雠	U+8B8E	讎	reg-also-variant-elsewhere:讎; src=GB2013
U+9CCE	鳎	U+9C28	鰨	src=GB2013
U+9CCF	鳏	U+9C25	鰥	src=GB2013
U+9CD0	鳐	U+9C29	鰩	reg-also-variant-elsewhere:鰩; src=GB2013
U+765E	癞	U+7669	癩	src=GB2013
U+6512	攒	U+6522	攢	reg-also-variant-elsewhere:攢; src=GB2013
U+972D	霭	U+9744	靄	src=GB2013
U+8E95	躕	U+8E70	蹰	src=GB2013,Var-to-Rep
U+8E75	蹵	U+8E74	蹴	src=GB2013,Var-to-Rep
U+8E7F	蹿	U+8EA5	躥	src=GB2013
U+9ACB	髋	U+9AD6	髖	src=GB2013
U+9ACC	髌	U+9AD5	髕	reg-also-variant-elsewhere:髕; src=GB2013
U+9572	镲	U+9454	鑔	src=GB2013
U+7C41	籁	U+7C5F	籟	src=GB2013
U+9CD3	鳓	U+9C33	鰳	src=GB2013
U+9CD4	鳔	U+9C3E	鰾	src=GB2013
U+9CD5	鳕	U+9C48	鱈	src=GB2013
U+9CD7	鳗	U+9C3B	鰻	src=GB2013
U+9CD9	鳙	U+9C45	鱅	src=GB2013
U+8C36	谶	U+8B96	讖	src=GB2013
U+9AA5	骥	U+9A65	驥	src=GB2013
U+7F35	缵	U+7E98	纘	src=GB2013
U+74D2	瓒	U+74DA	瓚	src=GB2013
U+9F0D	鼍	U+9F09	鼉	src=GB2013
U+9EE9	黩	U+9EF7	黷	src=GB2013
U+9EEA	黪	U+9EF2	黲	src=GB2013
U+9573	镳	U+9463	鑣	reg-also-variant-elsewhere:鑣; src=GB2013
U+9574	镴	U+945E	鑞	src=GB2013
U+25CBB	𥲻	U+7E82	纂	src=GB2013,Var-to-Rep
U+81DC	臜	U+81E2	臢	src=GB2013
U+9CDC	鳜	U+9C56	鱖	src=GB2013
U+9CDD	鳝	U+9C54	鱔	src=GB2013
U+9C53	鱓	U+9C54	鱔	src=GB2013,Var-to-Rep
U+9CDF	鳟	U+9C52	鱒	src=GB2013
U+4754	䝔	U+737E	獾	src=GB2013,Var-to-Rep
U+8C9B	貛	U+737E	獾	src=GB2013,Var-to-Rep
U+9AA7	骧	U+9A64	驤	src=GB2013
U+98A6	颦	U+9870	顰	src=GB2013
U+9CE2	鳢	U+9C67	鱧	src=GB2013
U+766B	癫	U+7672	癲	src=GB2013
U+704F	灏	U+705D	灝	src=GB2013
U+9E73	鹳	U+9E1B	鸛	src=GB2013
U+9575	镵	U+9471	鑱	src=GB2013
U+8DB1	趱	U+8DB2	趲	src=GB2013
U+98A7	颧	U+9874	顴	src=GB2013
U+8E9C	躜	U+8EA6	躦	src=GB2013
U+9F39	鼹	U+9F39,U+9F34	鼹鼴	reverse-dropped:鼴→鼹 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:鼹; multi-target (2); src=GB2013,Var-to-Rep
U+9E90	麐	U+9E9F	麟	src=GB2013,Var-to-Rep
U+9995	馕	U+9962	饢	src=GB2013
U+6206	戆	U+6207	戇	src=GB2013
U+620B	戋	U+6214	戔	src=GB2013
U+2C8D9	𬣙	U+8A0F	訏	src=GB2013
U+8BB1	讱	U+8A12	訒	src=GB2013
U+9486	钆	U+91D3	釓	src=GB2013
U+4F23	伣	U+4FD4	俔	src=GB2013
