replace	cp_major	char_major	count_major	cp_minor	char_minor	count_minor	ratio_major_over_minor	types	major_sources	minor_sources
yes	U+6EFF	滿	413731	U+6EE1	满	839	493.124	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+9BEA	鯪	487	U+9CAE	鲮	1	487.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/BTHM	G/CG
yes	U+8354	荔	15552	U+681B	栛	32	486.000	kSemanticVariant	GHJKpKT1V/AGTHM	GHJKpT3
yes	U+6191	憑	46125	U+205E6	𠗦	96	480.469	kSemanticVariant	GHJKpKT1V/ATJHKMP	GJT6
yes	U+7375	獵	51990	U+730E	猎	109	476.972	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GJKpKT3/AG
yes	U+61E3	懣	2859	U+3943	㥃	6	476.500	kSemanticVariant	GHJKpKT1/ATJHM	GJKpT3
yes	U+7C5B	籛	951	U+7BEF	篯	2	475.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+9DBA	鶺	1395	U+9E61	鹡	3	465.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2V/BTJ	G
yes	U+9B6F	魯	277806	U+9C81	鲁	601	462.240	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+5707	圇	460	U+56F5	囵	1	460.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/CT	G/CG
yes	U+52E2	勢	233355	U+52BF	势	511	456.663	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJT3/AG
yes	U+6AAE	檮	2266	U+68BC	梼	5	453.200	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/AT	GJ/AJ
yes	U+8E35	踵	22640	U+6B71	歱	50	452.800	kSemanticVariant	GHJKpKT1/AGTJHKMP	GJKpT3
yes	U+8166	腦	26462	U+5318	匘	59	448.508	kSemanticVariant	GHJKpKT1V/ATHKMP	GJT4
yes	U+5B78	學	1105191	U+6588	斈	2477	446.181	kSemanticVariant	GHJKpKT1V/ATJHKMP	GHJKpKT3
yes	U+8CEA	質	171220	U+8CAD	貭	385	444.727	kSemanticVariant	GHJKpKT1V/ATJHKMP	GHJKpT3
yes	U+861E	蘞	444	U+8539	蔹	1	444.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/CT	G
yes	U+55AA	喪	180387	U+4E27	丧	407	443.211	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+7AF6	競	53965	U+8AA9	誩	122	442.336	kSemanticVariant	GHJKpKT1/ATJHKMP	GHJKpT3
yes	U+86CB	蛋	441	U+758D	疍	1	441.000	kSemanticVariant	GHJKpKT1/AGTJHKMP	GH
yes	U+570B	國	1577122	U+56EF	囯	3579	440.660	kSemanticVariant	GHJKpKT1V/ATJHKMP	GHJKpT3
yes	U+4F60	你	50846	U+4F31	伱	118	430.898	kSemanticVariant	GHJKpKT1V/AGTHM	GJKpKT3
yes	U+65B8	斸	2580	U+230C1	𣃁	6	430.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	GJKpT7
yes	U+6BA2	殢	1278	U+23A3C	𣨼	3	426.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+8018	耘	8310	U+79D0	秐	20	415.500	kSemanticVariant	GHJKpKT1/AGTJHKMP	GHJKpT3
yes	U+9A42	驂	13131	U+9A96	骖	32	410.344	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+536F	卯	65917	U+623C	戼	161	409.422	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKpT3
yes	U+87C4	蟄	13883	U+86F0	蛰	34	408.324	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2V/ATJKMP	G/AG
yes	U+8C5A	豚	15863	U+8C58	豘	39	406.744	kSemanticVariant	GHJKpKT1/AGTJHKMP	GJKpKT3
yes	U+79E3	秣	8459	U+2578A	𥞊	21	402.810	kSpoofingVariant	GHJKpKT1/AGTJH	G
yes	U+9E7D	鹽	132027	U+400B	䀋	328	402.521	kSemanticVariant	GHJKpKT1/ATHKMP	JT3
yes	U+81A9	膩	10822	U+817B	腻	27	400.815	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHM	G/AG
yes	U+9E75	鹵	19489	U+5364	卤	49	397.735	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GHJT4/AG
yes	U+722A	爪	23301	U+355A	㕚	59	394.932	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKpT5
yes	U+6B83	殃	18310	U+4103	䄃	47	389.574	kSemanticVariant	GHJKpKT1V/AGTHKMP	GHJKpKT3
yes	U+67E5	查	73395	U+67FB	査	190	386.289	kSemanticVariant	GHJKpT1V/AGTHM	GJKpKMT3/AJKP
yes	U+5F6B	彫	11880	U+34EE	㓮	31	383.226	kSemanticVariant	GHJKpKT1V/ATJHKP	GJT3
yes	U+5EEC	廬	128986	U+5E90	庐	341	378.258	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	GJT3/AG
yes	U+82B1	花	607473	U+82B2	芲	1641	370.185	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJT3
yes	U+9C0D	鰍	731	U+9CC5	鳅	2	365.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/CG
yes	U+8778	蝸	5792	U+8717	蜗	16	362.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+9B9E	鮞	361	U+9C95	鲕	1	361.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+7A61	穡	13546	U+7A51	穑	38	356.474	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHKP	G/CG
yes	U+8831	蠱	25156	U+86CA	蛊	71	354.310	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	GJT4/AG
yes	U+5BF6	寶	294543	U+5B9D	宝	833	353.593	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GHJKpKT3V/AGJ
yes	U+54A8	咨	48940	U+55DE	嗞	140	349.571	kSemanticVariant	GHJKpKT1V/AGTHKMP	GHJKpKT3
yes	U+7409	琉	15713	U+74A2	璢	45	349.178	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKpKT3
yes	U+5E57	幗	697	U+5E3C	帼	2	348.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHM	G/CG
yes	U+8555	蕕	1739	U+83B8	莸	5	347.800	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+4FAE	侮	21827	U+3444	㑄	63	346.460	kSemanticVariant	GHJKpKT1/AGTJHKMP	GJKpT3
yes	U+811B	脛	9333	U+80EB	胫	27	345.667	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2V/ATJKMP	G/CG
yes	U+9BFD	鯽	2369	U+9CAB	鲫	7	338.429	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHM	G/CG
yes	U+6A9F	檟	2360	U+69DA	槚	7	337.143	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+9F4A	齊	656786	U+6589	斉	1956	335.780	kSemanticVariant	GHJKpKT1V/ATJHKMP	GHJKpKT3/AJ
yes	U+5B9C	宜	540473	U+5B90	宐	1615	334.658	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GHJKpT4
yes	U+9BEB	鯫	669	U+9CB0	鲰	2	334.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+5DBC	嶼	9642	U+5C7F	屿	29	332.483	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+7ACA	竊	136245	U+7A83	窃	410	332.305	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHKMP	GHJKpKT3/AGJ
yes	U+6417	搗	25441	U+6363	捣	77	330.403	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+8200	舀	660	U+2695D	𦥝	2	330.000	kSpoofingVariant	GHJKpKT1/AGTHM	GT6
yes	U+9315	錕	326	U+951F	锟	1	326.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHK	G/CG
yes	U+8938	褸	325	U+891B	褛	1	325.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	GJKpT3/CG
yes	U+71FC	燼	9379	U+70EC	烬	29	323.414	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJKMP	GJ/AG
yes	U+7895	碕	959	U+2550E	𥔎	3	319.667	kSemanticVariant	GHJKpKT2/AJ	JV
yes	U+5AA7	媧	3729	U+5A32	娲	12	310.750	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATM	G/CG
yes	U+5289	劉	437596	U+5218	刘	1415	309.255	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJKpKT3/AG
yes	U+61AE	憮	2473	U+6003	怃	8	309.125	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJKP	G
yes	U+8278	艸	18375	U+8279	艹	60	306.250	kSemanticVariant	GHJKpKT2V/AJKP	GHJKT4
yes	U+4E7E	乾	375465	U+4E79	乹	1239	303.039	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKpKT3
yes	U+7D39	紹	116777	U+4F4B	佋	387	301.749	kSemanticVariant	GHJKpKT1V/ATJHKMP	GHJKpKT3
yes	U+77EE	矮	3313	U+8EB7	躷	11	301.182	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJT3
yes	U+896F	襯	4498	U+886C	衬	15	299.867	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHM	G/AG
yes	U+9112	鄒	31413	U+90B9	邹	105	299.171	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	GJT3/AG
yes	U+68E1	棡	298	U+3B4E	㭎	1	298.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G/CG
yes	U+68D7	棗	43406	U+67A3	枣	148	293.284	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJT3/AG
yes	U+894F	襏	585	U+88AF	袯	2	292.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+7B28	笨	581	U+3912	㤒	2	290.500	kSemanticVariant	GHJKpKT1/AGTHM	GJKT4
yes	U+8435	萵	580	U+83B4	莴	2	290.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATH	G/CG
yes	U+9C67	鱧	1148	U+9CE2	鳢	4	287.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/BTJ	G
yes	U+9147	酇	1994	U+9142	酂	7	284.857	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+9E7A	鹺	1423	U+9E7E	鹾	5	284.600	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+8998	覘	6785	U+4993	䦓	24	282.708	kSemanticVariant	GHJKpKT2V	GJKpT4
yes	U+7672	癲	3658	U+766B	癫	13	281.385	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/CG
yes	U+912D	鄭	408286	U+90D1	郑	1469	277.935	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJ/AG
yes	U+7469	瑩	21637	U+83B9	莹	80	270.462	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	GHTF/AG
yes	U+5B30	嬰	46680	U+5B7E	孾	173	269.827	kSemanticVariant	GHJKpKT1V/ATJHM	GJKpKT3
yes	U+60A0	悠	64243	U+6EFA	滺	239	268.799	kSemanticVariant	GHJKpKT1/AGTJHKMP	GHJKpKT3
yes	U+82D5	苕	11265	U+4492	䒒	42	268.214	kSemanticVariant	GHJKpKT2/AGHKP	GJKpKT6
yes	U+9AD5	髕	267	U+9ACC	髌	1	267.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/CT	G
yes	U+986F	顯	340987	U+9855	顕	1282	265.980	kSemanticVariant	GHJKpKT1V/ATJHKMP	GJKpKT3/AJ
yes	U+9B25	鬥	1852	U+9B26	鬦	7	264.571	kSemanticVariant	GHJKpKT1V/ATHM	GJKpT3V
yes	U+9BA6	鮦	790	U+9C96	鲖	3	263.333	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+52C1	勁	30586	U+52B2	劲	117	261.419	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+701F	瀟	18033	U+6F47	潇	69	261.348	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/CG
yes	U+93A3	鎣	521	U+84E5	蓥	2	260.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/AKP	GH
yes	U+85DD	藝	74610	U+79C7	秇	291	256.392	kSemanticVariant	GHJKpKT1V/ATJHKMP	GJT3
yes	U+7E3D	總	378012	U+6403	搃	1491	253.529	kSemanticVariant	GHJKpKT1V/ATJHKMP	GT3
yes	U+7647	癇	507	U+75EB	痫	2	253.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/BTJM	G/CG
yes	U+6E26	渦	4302	U+6DA1	涡	17	253.059	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+7C20	簠	6530	U+76D9	盙	26	251.154	kSemanticVariant	GHJKpKT2	GHJKpKT3
yes	U+6AA3	檣	6526	U+8262	艢	26	251.000	kSemanticVariant	GHJKpKT1/ATJKP	GHJKpKT3
yes	U+6F06	漆	38607	U+3BC3	㯃	154	250.695	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKpKT5
yes	U+55F6	嗶	247	U+54D4	哔	1	247.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATM	G/CG
yes	U+79B1	禱	41347	U+7977	祷	169	244.657	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GJT4/AGJ
yes	U+5922	夢	243710	U+68A6	梦	1002	243.224	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GHJKpKT3/AG
yes	U+87C0	蟀	4610	U+8736	蜶	19	242.632	kSemanticVariant	GHJKpKT1/AGTHM	GJT3
yes	U+97AB	鞫	8113	U+8ACA	諊	34	238.618	kSemanticVariant	GHJKpKT2/AGKP	GJKpKT3
yes	U+8C3F	谿	41436	U+5D60	嵠	174	238.138	kSemanticVariant	GHJKpKT1V/ATJHKP	GJKpKT3
yes	U+5DB4	嶴	1421	U+5C99	岙	6	236.833	kSimplifiedVariant,kTraditionalVariant	GHJKT2V	GHTF
yes	U+65A5	斥	52978	U+387F	㡿	225	235.458	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKT4
yes	U+566F	噯	1174	U+55F3	嗳	5	234.800	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATH	G/CG
yes	U+7E6E	繮	234	U+7F30	缰	1	234.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT3V/CT	G/CG
yes	U+696B	楫	16978	U+8265	艥	74	229.432	kSemanticVariant	GHJKpKT1/AGTJHKMP	GHJKT3
yes	U+7BE9	篩	9625	U+7C1B	簛	42	229.167	kSemanticVariant	GHJKpKT1V/ATHKMP	GHJKpKT3
yes	U+64A3	撣	457	U+63B8	掸	2	228.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2V	GV/AG
yes	U+73C9	珉	5473	U+7807	砇	24	228.042	kSemanticVariant	GHJKpKT3/AGTKP	GJKpKT3/CK
yes	U+5B19	嬙	1588	U+5AF1	嫱	7	226.857	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+613E	愾	2709	U+5FFE	忾	12	225.750	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	GJT3/CG
yes	U+6AA3	檣	6526	U+6A2F	樯	29	225.034	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJKP	GJ
yes	U+6F0A	漊	1350	U+6E87	溇	6	225.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2V	G/CG
yes	U+64F8	擸	225	U+39DC	㧜	1	225.000	kSemanticVariant	GHJKpT2V	GH
yes	U+9BF7	鯷	449	U+9CC0	鳀	2	224.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/CT	G
yes	U+9695	隕	19241	U+78D2	磒	86	223.733	kSemanticVariant	GHJKpKT1/ATJHKMP	GHJKpKT3
yes	U+8B8A	變	492990	U+5909	変	2213	222.770	kSemanticVariant	GHJKpKT1V/ATHKMP	GJKT3/AJ
yes	U+87A2	螢	11336	U+8424	萤	51	222.275	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GHJ/AG
yes	U+581D	堝	440	U+57DA	埚	2	220.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJ	G/CG
yes	U+9AB4	骴	437	U+2667C	𦙼	2	218.500	kSemanticVariant	GHJKpKT2	GJT4
yes	U+5EF3	廳	4796	U+5385	厅	22	218.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GKp/AG
yes	U+65B2	斲	2961	U+34F8	㓸	14	211.500	kSemanticVariant	GHJKpKT2/CT	GJKT6
yes	U+96FB	電	40700	U+7535	电	193	210.881	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GH/AG
yes	U+6523	攣	8006	U+631B	挛	38	210.684	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	GT3/AG
yes	U+4F47	佇	13884	U+4F2B	伫	66	210.364	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/CG
yes	U+6F3F	漿	30053	U+6D46	浆	143	210.161	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+5C3B	尻	2100	U+4BCC	䯌	10	210.000	kSemanticVariant	GHJKpKT2/AGJKP	GJKpT4
yes	U+8264	艤	2919	U+8223	舣	14	208.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2V/AJKP	G
yes	U+562E	嘮	416	U+5520	唠	2	208.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHM	GTF/CG
yes	U+98EA	飪	2457	U+43D5	䏕	12	204.750	kSemanticVariant	GHJKpKT1/ATHM	GJKpKTF
yes	U+7CF8	糸	3654	U+7CF9	糹	18	203.000	kSemanticVariant	GHJKpKT1/ATJ	GH
yes	U+6B1E	欞	201	U+68C2	棂	1	201.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/CT	GV/CG
yes	U+6128	愨	200	U+60AB	悫	1	200.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+57FC	埼	598	U+2550E	𥔎	3	199.333	kSemanticVariant	GHJKpKT2/AGTJKP	JV
yes	U+8E63	蹣	597	U+8E52	蹒	3	199.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHM	G/CG
yes	U+7CF4	糴	21032	U+7C74	籴	106	198.415	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/BTJ	GHJKpT3/CG
yes	U+5099	備	311880	U+4FFB	俻	1572	198.397	kSemanticVariant	GHJKpKT1V/ATJHKMP	GJKpT3
yes	U+8606	蘆	49666	U+82A6	芦	252	197.087	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	GHJKpKT3/AGJKP
yes	U+9077	遷	286221	U+8FC1	迁	1459	196.176	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GHJKpKT3/AG
yes	U+78FE	磾	3330	U+40C5	䃅	17	195.882	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2V	G
yes	U+779E	瞞	7434	U+7792	瞒	38	195.632	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+58F9	壹	34916	U+5F0C	弌	180	193.978	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GHJKpKT3/CJ
yes	U+699B	榛	12917	U+4EB2	亲	67	192.791	kSemanticVariant	GHJKpKT1/AGTJHKMP	GJKpT3/AG
yes	U+6FA6	澦	1731	U+6EEA	滪	9	192.333	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/AT	G
yes	U+5608	嘈	2871	U+470A	䜊	15	191.400	kSemanticVariant	GHJKpKT1V/AGTHM	GJKpT3
yes	U+9410	鐐	573	U+9563	镣	3	191.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2V/BTJ	G/AG
yes	U+516E	兮	329063	U+20503	𠔃	1727	190.540	kSemanticVariant	GHJKpKT1V/AGTHKMP	GJT6
yes	U+7210	爐	44964	U+7089	炉	236	190.525	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GHJKpKT3/AGJ
yes	U+7A69	穩	10986	U+349A	㒚	58	189.414	kSemanticVariant	GHJKpKT1V/ATHKMP	GJKpT4
yes	U+6DF5	淵	124138	U+6E0A	渊	667	186.114	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GHJKpT3/AG
yes	U+61FC	懼	139806	U+60E7	惧	780	179.238	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	GHJKpKT3/AGJ
yes	U+7C59	籙	17900	U+7B93	箓	100	179.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/CT	GJKpKT3V
yes	U+7E08	縈	20836	U+8426	萦	117	178.085	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHM	GH/CG
yes	U+8FAD	辭	424689	U+8F9E	辞	2395	177.323	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GJKpKT3V/AGJ
yes	U+7E43	繃	177	U+7EF7	绷	1	177.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+5CA1	岡	45025	U+5188	冈	256	175.879	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	GHJT4/AG
yes	U+978F	鞏	20834	U+5DE9	巩	119	175.076	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJT4/AG
yes	U+96BC	隼	7339	U+9DBD	鶽	42	174.738	kSemanticVariant	GHJKpKT2/AGTJK	GHJKpKT3
yes	U+543B	吻	7650	U+80B3	肳	44	173.864	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKpT3
yes	U+76A6	皦	3435	U+3FDF	㿟	20	171.750	kSemanticVariant	GHJKpKT2	GJT3
yes	U+947E	鑾	17931	U+92AE	銮	106	169.160	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHM	GHJKpT3/CG
yes	U+5DD2	巒	16866	U+5CE6	峦	100	168.660	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHKMP	GJKpT3/AG
yes	U+58B3	墳	34644	U+575F	坟	206	168.175	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GHT3V/AG
yes	U+6519	攙	3194	U+6400	搀	19	168.105	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHM	G/AG
yes	U+6DF3	淳	91398	U+6E7B	湻	544	168.011	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJT3
yes	U+8C76	豶	1170	U+8C6E	豮	7	167.143	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+77BF	瞿	27807	U+4020	䀠	168	165.518	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKpT3
yes	U+89F6	觶	13692	U+89EF	觯	85	161.082	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+5138	儸	161	U+3469	㑩	1	161.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/AT	G
yes	U+7FA9	義	1303266	U+4E49	义	8108	160.738	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GHJKpKT3/AG
yes	U+723E	爾	714860	U+5C14	尔	4456	160.426	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GHJKT3V/AG
yes	U+5077	偷	33776	U+5078	偸	212	159.321	kSemanticVariant	GHJKpT1V/AGTHM	GJKpKT3/AJKP
yes	U+6CB8	沸	25723	U+3D52	㵒	163	157.810	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKpKT4V
yes	U+69AE	榮	175821	U+8363	荣	1118	157.264	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GHJKpT3/AG
yes	U+9873	顳	155	U+989E	颞	1	155.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/CT	G/CG
yes	U+87C8	蟈	924	U+8748	蝈	6	154.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHM	G/CG
yes	U+929C	銜	48162	U+3605	㘅	313	153.872	kSemanticVariant	GHJKpKT1V/ATHKMP	GJKpKT7
yes	U+5629	嘩	307	U+54D7	哗	2	153.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHM	G/AG
yes	U+9304	錄	136122	U+5F55	录	888	153.291	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHKMP	GJMT3/AG
yes	U+5439	吹	133982	U+9FA1	龡	884	151.563	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKpKT3
yes	U+8811	蠑	299	U+877E	蝾	2	149.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/CT	G
yes	U+8EAC	躬	85653	U+8EB3	躳	573	149.482	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKpKT3
yes	U+7A31	稱	616497	U+79F0	称	4162	148.125	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GJKpKT3V/AGJ
yes	U+71C8	燈	121259	U+706F	灯	823	147.338	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GHJKpKT3V/AGJ
yes	U+908F	邏	10145	U+903B	逻	69	147.029	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GT3/AG
yes	U+6EEC	滬	1614	U+6CAA	沪	11	146.727	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHM	GHJKpT3/AG
yes	U+8431	萱	6888	U+857F	蕿	47	146.553	kSemanticVariant	GHJKpKT1/AGTJHKMP	GJT3
yes	U+563D	嘽	2028	U+5574	啴	14	144.857	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+6B4C	歌	328155	U+8B0C	謌	2277	144.117	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GHJKpKT3
yes	U+7CF6	糶	11478	U+7C9C	粜	80	143.475	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/CT	GHJKpT3
yes	U+7F96	羖	2142	U+26369	𦍩	15	142.800	kSemanticVariant	GHJKpKT2	GJKpKT4
yes	U+79AE	禮	1203292	U+793C	礼	8467	142.116	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GHJKpKT3V/AGJ
yes	U+6AD3	櫓	7080	U+826A	艪	50	141.600	kSemanticVariant	GHJKpKT1/ATJHKMP	GJKpKT3/CJ
yes	U+6522	攢	8282	U+6512	攒	59	140.373	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/BTM	G/AG
