cp_hex	char	count
U+95D7	闗	129327
U+722D	爭	129318
U+7A76	究	129178
U+87F2	蟲	129066
U+6853	桓	128984
U+50D5	僕	128739
U+5F37	強	128636
U+5893	墓	128533
U+582F	堯	128485
U+5FAA	循	128284
U+99D5	駕	128234
U+9854	顔	128160
U+5DF4	巴	128009
U+58C1	壁	127920
U+5764	坤	127870
U+89F8	觸	127837
U+660F	昏	127595
U+5C48	屈	127432
U+7FC1	翁	127393
U+8D74	赴	127226
U+64C7	擇	127180
U+5FCC	忌	127167
U+5C3E	尾	127160
U+932B	錫	127011
U+6CE5	泥	126872
U+75C7	症	126819
U+8239	船	126774
U+6D78	浸	126652
U+5BC5	寅	126401
U+58DE	壞	126266
U+90A6	邦	126210
U+58A8	墨	126065
U+7B87	箇	125858
U+9F0E	鼎	125720
U+7A46	穆	125710
U+984D	額	125575
U+51F6	凶	124971
U+82B3	芳	124893
U+632F	振	124863
U+8CAB	貫	124833
U+596A	奪	124725
U+8A36	訶	124473
U+846C	葬	124391
U+821C	舜	124207
U+6101	愁	124096
U+6275	扵	124096
U+81DF	臟	123824
U+8B6C	譬	123702
U+5C65	履	123698
U+84EE	蓮	123691
U+8944	襄	123650
U+7126	焦	123317
U+5FB5	徵	123315
U+67F4	柴	123198
U+5DFB	巻	123168
U+5224	判	122976
U+73ED	班	122809
U+8352	荒	122790
U+58EC	壬	122634
U+8499	蒙	122179
U+5951	契	121914
U+7199	熙	121852
U+66AE	暮	121708
U+65CB	旋	121614
U+5DBA	嶺	121555
U+6F64	潤	121513
U+96AA	險	121300
U+8D85	超	121214
U+665A	晚	121014
U+8A85	誅	120860
U+8A63	詣	120847
U+5EEC	廬	120668
U+7D14	純	120497
U+66B4	暴	120432
U+7A40	穀	120305
U+795D	祝	120158
U+5F3A	强	120092
U+8346	荆	120070
U+5449	呉	120006
U+5B87	宇	119732
U+76DF	盟	119686
U+6BB7	殷	119620
U+6E34	渴	119615
U+8972	襲	119541
U+9756	靖	119449
U+7FE0	翠	119420
U+512A	優	119386
U+78A7	碧	119302
U+5E2D	席	119247
U+4E46	乆	119176
U+7C89	粉	119099
U+76E4	盤	119088
U+8336	茶	118926
U+6094	悔	118922
U+6DF5	淵	118911
U+620E	戎	118820
U+7CE7	糧	118688
U+7FFC	翼	118499
U+9DB4	鶴	118103
U+8F9F	辟	117890
U+6DBC	涼	117731
U+7259	牙	117628
U+5179	兹	117585
U+5E0C	希	117550
U+9769	革	117491
U+4FB5	侵	117412
U+4F3D	伽	117410
U+9EE8	黨	117397
U+716E	煮	117238
U+6577	敷	117217
U+4F73	佳	117196
U+7DE9	緩	117125
U+828D	芍	117117
U+7159	煙	117094
U+8CBB	費	116959
U+5C39	尹	116817
U+78E8	磨	116585
U+6EEF	滯	116550
U+8303	范	116474
U+5F83	徃	116456
U+6B98	殘	116356
U+6276	扶	116218
U+8CD4	賔	116214
U+9F52	齒	116170
U+73CD	珍	116092
U+7267	牧	116055
U+7678	癸	115971
U+968E	階	115694
U+91C7	采	115658
U+885E	衞	115443
U+614E	慎	115301
U+5291	劑	115251
U+71E5	燥	115206
U+9A57	驗	115190
U+9435	鐵	114968
U+6CC4	泄	114785
U+76E7	盧	114421
U+7BC9	築	113896
U+5009	倉	113875
U+76DC	盜	113671
U+6A19	標	113561
U+80CE	胎	113512
U+51B5	况	113448
U+9676	陶	113191
U+4E11	丑	113160
U+9817	頗	112986
U+5F0F	式	112982
U+5085	傅	112966
U+6691	暑	112925
U+52C7	勇	112795
U+845B	葛	112598
U+5B85	宅	112469
U+8AEB	諫	112378
U+9650	限	112293
U+55AE	單	112180
U+6D32	洲	112041
U+9803	頃	111597
U+914D	配	111554
U+8CD3	賓	111545
U+9E7F	鹿	111528
U+8CC0	賀	111488
U+8CC8	賈	111430
U+4E92	互	111429
U+6751	村	111373
U+58AE	墮	111115
U+5415	吕	110967
U+6CC1	況	110959
U+707D	災	110817
U+9326	錦	110732
U+7D39	紹	110240
U+76C8	盈	110104
U+5947	奇	110068
U+9149	酉	109733
U+5900	夀	109657
U+58C7	壇	109604
U+8377	荷	109549
U+6DFA	淺	109445
U+6253	打	109380
U+5F26	弦	109335
U+7984	禄	109326
U+5C6F	屯	109187
U+8F3F	輿	109182
U+5BE1	寡	108991
U+5360	占	108942
U+7802	砂	108839
U+5C38	尸	108720
U+62D8	拘	108545
U+9F9C	龜	108423
U+60DC	惜	108361
U+6E21	渡	108128
U+5DE1	巡	108102
U+5B70	孰	108078
U+9B31	鬱	108010
U+5200	刀	107963
U+5854	塔	107739
U+5CB8	岸	107675
U+9694	隔	107653
U+5048	偈	107644
U+53AD	厭	107615
U+672E	朮	107561
U+56F0	困	107375
U+61F8	懸	107358
U+5074	側	107176
U+6417	搗	107027
U+8AC7	談	106979
U+84B2	蒲	106796
U+5EB8	庸	106787
U+64EC	擬	106658
U+9805	項	106561
U+7950	祐	106553
U+7DB1	綱	106504
U+65C1	旁	106429
U+8D0A	贊	106359
U+8129	脩	106331
U+9CF3	鳳	106306
U+6ED1	滑	106105
U+5897	増	106031
U+665D	晝	105959
U+500D	倍	105679
U+9E97	麗	105322
U+5CF0	峰	105003
U+8212	舒	104679
U+8006	耆	104669
U+7919	礙	104490
U+5351	卑	104179
U+8ED2	軒	104157
U+8C6B	豫	104064
U+96A0	隠	103948
U+9677	陷	103916
U+6E20	渠	103875
U+8CE4	賤	103823
U+9285	銅	103631
U+50BE	傾	103623
U+679A	枚	103600
U+6750	材	103358
U+68D7	棗	103358
U+65A4	斤	103315
U+535C	卜	103067
U+6A1E	樞	103035
U+76DE	盞	102889
U+65AC	斬	102850
U+6BEB	毫	102846
U+61B2	憲	102702
U+4ECB	介	102487
U+501A	倚	102398
U+4EA5	亥	102243
U+7D19	紙	102146
U+8FF4	迴	101978
U+72C2	狂	101879
U+54ED	哭	101878
U+9BAE	鮮	101328
U+70C8	烈	101322
U+65E8	旨	101305
U+7A37	稷	101046
U+99B3	馳	100662
U+5CEF	峯	100607
U+745E	瑞	100428
U+7B4B	筋	100418
U+51DD	凝	100402
U+8B6F	譯	100336
U+541F	吟	100284
U+74B0	環	100266
U+5076	偶	100107
U+8170	腰	100051
U+932F	錯	99980
U+93E1	鏡	99940
U+80AF	肯	99891
U+9928	館	99722
U+5141	允	99675
U+9810	預	99638
U+4ED8	付	99406
U+898F	規	99072
U+7522	產	99062
U+7D1B	紛	98952
U+6068	恨	98681
U+5146	兆	98624
U+5BBB	宻	98257
U+8A72	該	98190
U+98FE	飾	98085
U+628A	把	97847
U+502B	倫	97799
U+885D	衝	97704
U+67AF	枯	97542
U+8FF9	迹	97527
U+62B1	抱	97461
U+505C	停	97385
U+5BDB	寛	97370
U+81E5	臥	97187
U+878D	融	97179
U+5F13	弓	97119
U+86C7	蛇	97064
U+4EAB	享	97021
U+968B	隋	97005
U+5858	塘	96607
U+5FB9	徹	96380
U+7D61	絡	95840
U+82D1	苑	95769
U+755C	畜	95760
U+620C	戌	95673
U+548E	咎	95526
U+555F	啟	95305
U+89BD	覽	95294
U+6BB5	段	95212
U+7070	灰	95210
U+65C5	旅	95173
U+61B6	憶	95141
U+6850	桐	94788
U+9D3B	鴻	94522
U+8015	耕	94457
U+4FC2	係	94299
U+8302	茂	93978
U+8A2A	訪	93945
U+5974	奴	93918
U+5614	嘔	93696
U+5DE7	巧	93696
U+5F99	徙	93680
U+6FC1	濁	93330
U+8DE1	跡	93327
U+501F	借	93300
U+62B5	抵	93283
U+5340	區	93236
U+6697	暗	92551
U+8139	脹	92301
U+63A1	採	92272
U+5F0A	弊	92247
U+4EC0	什	92230
U+5C62	屢	92110
U+8AF1	諱	92039
U+500B	個	91800
U+4749	䝉	91669
U+5FA7	徧	91484
U+8086	肆	91209
U+7567	畧	91153
U+98EF	飯	90621
U+75BC	疼	90272
U+9AEE	髮	90232
U+5305	包	90201
U+8606	蘆	90177
U+6291	抑	90052
U+6162	慢	89970
U+5BB4	宴	89962
U+67F1	柱	89955
U+6AA2	檢	89832
U+7F3A	缺	89769
U+6D59	浙	89706
U+7E41	繁	89625
U+9075	遵	89583
U+64CD	操	89546
U+5D14	崔	89452
U+63EE	揮	89438
U+53F0	台	89363
U+41FF	䇿	89322
U+59DC	姜	89276
U+38F2	㣲	89159
U+9EDE	點	88502
U+70DF	烟	88454
U+6234	戴	88329
U+6CB9	油	88267
U+7378	獸	88220
U+723B	爻	88208
U+9B54	魔	88133
U+6801	栁	87851
U+7C9F	粟	87835
U+7AED	竭	87527
U+8569	蕩	87500
U+79D8	秘	87472
U+6DF3	淳	87267
U+914C	酌	87124
U+5C55	展	86979
U+5CB3	岳	86849
U+81BD	膽	86781
U+6BCE	毎	86565
U+5BF5	寵	86319
U+88FD	製	85925
U+6ECB	滋	85525
U+84B8	蒸	85156
U+77BB	瞻	85142
U+536F	卯	85126
U+91DD	針	85025
U+721B	爛	85012
U+8FAF	辯	84772
U+6F84	澄	84726
U+5834	場	84707
U+7B56	策	84654
U+9418	鐘	84504
U+8EAC	躬	84158
U+9A45	驅	84122
U+8DA8	趨	84114
U+7F72	署	84041
U+62C2	拂	83978
U+8B93	讓	83803
U+6DB2	液	83730
U+6D6A	浪	83639
U+6B77	歷	83570
U+55DF	嗟	83460
U+6232	戲	83299
U+6155	慕	83128
U+8B19	謙	83112
U+7434	琴	83036
U+52C9	勉	83033
U+7709	眉	82568
U+65E3	旣	82555
U+8B01	謁	82544
U+7523	産	82382
U+9759	静	82273
U+7DD1	緑	82161
U+53B2	厲	82156
U+8FB1	辱	82054
U+9761	靡	81888
U+5F6D	彭	81819
U+8A60	詠	81746
U+708E	炎	81533
U+77E2	矢	81484
U+8FA6	辦	81351
U+8F12	輒	81287
U+82A9	芩	81281
U+5BEB	寫	80985
U+5104	億	80717
U+8F03	較	80644
U+5E16	帖	80489
U+9B42	魂	80439
U+6B69	歩	80382
U+5FB4	徴	80118
U+524E	剎	80047
U+6F5B	潛	80022
U+6190	憐	79928
U+57FA	基	79910
U+54BD	咽	79837
U+62D4	拔	79629
U+602A	怪	79505
U+5E1B	帛	79318
U+6ED3	滓	79217
U+6DE1	淡	79169
U+4EAE	亮	79165
U+7078	灸	79110
U+704C	灌	79104
U+57DF	域	78924
U+675F	束	78884
U+6B73	歳	78828
U+7F70	罰	78821
U+819D	膝	78761
U+65CC	旌	78737
U+6CE3	泣	78729
U+67F3	柳	78648
U+7E01	縁	78484
U+8C8C	貌	78231
U+5DE8	巨	78078
U+5B8C	完	78073
U+7720	眠	78027
U+983B	頻	77984
U+971E	霞	77964
U+54B3	咳	77940
U+2239E	𢎞	77858
U+5BE2	寢	77841
U+6A6B	橫	77798
U+8CB7	買	77740
U+67CF	柏	77615
U+9ECE	黎	77573
U+80B2	育	77471
U+4FDF	俟	77369
U+4576	䕶	77338
U+727D	牽	77306
U+97CB	韋	77022
U+79A6	禦	77008
U+5598	喘	76995
U+6BCB	毋	76964
U+7947	祇	76917
U+99D0	駐	76810
U+6127	愧	76788
U+6674	晴	76661
U+5C4F	屏	76486
U+65EC	旬	76486
U+8305	茅	76477
U+9014	途	76466
U+6E3E	渾	76164
U+6996	榖	76147
U+5553	啓	76142
U+79BD	禽	76029
U+711A	焚	76022
U+4FFE	俾	76014
U+884D	衍	75970
U+65F1	旱	75791
U+8A93	誓	75519
U+7A81	突	75492
U+8A71	話	75373
U+9591	閑	75335
U+508D	傍	75326
U+9CEF	鳯	75201
U+6D69	浩	75179
U+6F6E	潮	75170
U+7C97	粗	75164
U+8F29	輩	75117
U+8C6A	豪	74992
U+63F4	援	74969
U+6170	慰	74892
U+5983	妃	74865
U+674F	杏	74846
U+828E	芎	74824
U+7A7F	穿	74805
U+906E	遮	74634
U+88C1	裁	74568
U+82D7	苗	74554
U+50F9	價	73888
U+507D	偽	73843
U+8F38	輸	73610
U+68A7	梧	73399
U+8A16	訖	73144
U+5339	匹	73117
U+574E	坎	73065
U+659C	斜	73019
U+67E5	查	72893
U+5F66	彦	72837
U+85DD	藝	72831
U+8DDD	距	72831
U+5589	喉	72805
U+3E03	㸃	72719
U+91D0	釐	72708
U+907C	遼	72604
U+6DEB	淫	72598
U+4EA8	亨	72495
U+6F2B	漫	72440
U+63A9	掩	72424
U+67B3	枳	72353
U+690D	植	72292
U+8657	虗	72219
U+5531	唱	72216
U+5D29	崩	72136
U+8A17	託	72070
U+9451	鑑	71946
U+6B5F	歟	71940
U+6E2C	測	71874
U+7FA4	群	71838
U+88E1	裡	71799
U+8102	脂	71728
U+6668	晨	71671
U+654F	敏	71644
U+6D66	浦	71589
U+6E96	準	71285
U+621A	戚	71212
U+6236	戶	71020
U+788E	碎	71020
U+8463	董	70984
U+7642	療	70730
U+518A	冊	70684
U+5E7C	幼	70605
U+5FEB	快	70483
U+5960	奠	70329
U+4F75	併	70200
U+51C6	准	70061
U+82DF	苟	70036
U+8CF4	賴	70028
U+99AE	馮	69949
U+386C	㡬	69931
U+9003	逃	69888
U+85C9	藉	69804
U+6A80	檀	69748
U+7DBF	綿	69688
U+62FE	拾	69669
U+9ED2	黒	69653
U+731B	猛	69609
U+963B	阻	69580
U+985B	顛	69513
U+758E	疎	69495
U+593E	夾	69486
U+6734	朴	69459
U+6238	戸	69433
U+5353	卓	69377
U+5065	健	69368
U+5DBD	嶽	69073
U+53DB	叛	68973
U+808C	肌	68916
U+7C3F	簿	68906
U+859B	薛	68734
U+7DF4	練	68703
U+84EC	蓬	68599
U+8FD4	返	68547
U+6FC0	激	68287
U+5E7B	幻	68284
U+6582	斂	68246
U+5367	卧	68233
U+853D	蔽	68226
U+819A	膚	68219
U+5180	冀	68157
U+9A30	騰	68135
U+80A5	肥	68009
U+81CD	臍	67965
U+55DA	嗚	67748
U+8543	蕃	67696
U+9952	饒	67663
U+59E6	姦	67661
U+9065	遥	67522
U+97FF	響	67408
U+7F8C	羌	67337
U+6666	晦	67128
U+5EC9	廉	67087
U+8E30	踰	67058
U+6566	敦	66993
U+5F18	弘	66958
U+81BF	膿	66906
U+670B	朋	66876
U+5C40	局	66819
U+8C9D	貝	66786
U+75E2	痢	66675
U+64FE	擾	66673
U+85E9	藩	66497
U+6F14	演	66209
U+5948	奈	66087
U+51A5	冥	65997
U+59BE	妾	65851
U+80A2	肢	65807
U+4FCA	俊	65779
U+9178	酸	65777
U+883B	蠻	65745
U+62AB	披	65732
U+532A	匪	65725
U+64E2	擢	65694
U+96F6	零	65613
U+906D	遭	65568
U+811A	脚	65348
U+7BE4	篤	65321
U+596E	奮	65210
U+5FBD	徽	65147
U+9130	鄰	65137
U+8AE1	諡	64994
U+6F54	潔	64955
U+7948	祈	64955
U+81A0	膠	64875
U+74E6	瓦	64824
U+8CA8	貨	64806
U+860A	蘊	64786
U+6687	暇	64783
U+8109	脉	64739
U+5C90	岐	64703
U+7661	癡	64578
U+92BC	銼	64565
U+52C5	勅	64556
U+6F70	潰	64532
U+546A	呪	64531
U+7E1B	縛	64523
U+50C5	僅	64461
U+528D	劍	64427
U+8B9A	讚	64379
U+7DA0	綠	64223
U+53E2	叢	64129
U+2B74A	𫝊	64117
U+51B0	冰	64099
U+8D66	赦	64076
U+7761	睡	63990
U+6F80	澀	63920
U+503C	值	63829
U+5F70	彰	63817
U+60A0	悠	63792
U+59DA	姚	63689
U+5354	協	63565
U+71ED	燭	63487
U+7272	牲	63343
U+5DE2	巢	63336
U+6D89	涉	63296
U+6E9D	溝	63167
U+98E2	飢	63132
U+4FEF	俯	63118
U+4F60	你	63005
U+524A	削	62982
U+54C8	哈	62934
U+6F6D	潭	62925
U+51C9	凉	62922
U+916C	酬	62907
U+85CD	藍	62787
U+80A9	肩	62758
U+83F4	菴	62713
U+5F48	彈	62697
U+9E9F	麟	62626
U+6B3A	欺	62617
U+4FDE	俞	62299
U+51CC	凌	62117
U+6F01	漁	62113
U+9951	饑	62098
U+57A3	垣	62050
U+5448	呈	62015
U+6B86	殆	61938
U+7E5E	繞	61914
U+70AE	炮	61863
U+9262	鉢	61860
U+8105	脅	61859
U+918B	醋	61859
U+907D	遽	61825
U+79C9	秉	61785
U+6E58	湘	61768
U+797F	祿	61754
U+8151	腑	61714
U+9039	逹	61708
U+7586	疆	61663
U+5761	坡	61610
U+4E4F	乏	61598
U+8271	艱	61544
U+9A5B	驛	61431
U+59A8	妨	61429
U+28F7B	𨽻	61423
U+51B3	决	61408
U+7F54	罔	61308
U+8058	聘	61303
U+60B6	悶	61243
U+72C4	狄	61232
U+57A2	垢	61224
U+5026	倦	61201
U+55FD	嗽	61164
U+6BD8	毘	61026
U+7081	炁	61016
U+66AB	暫	60997
U+9663	陣	60975
U+7262	牢	60885
U+6599	料	60815
U+820E	舎	60763
U+589C	墜	60755
U+8881	袁	60739
U+6DDA	淚	60641
U+7DB2	網	60586
U+8667	虧	60547
U+53C5	叅	60539
U+6897	梗	60528
U+7E3E	績	60503
U+9214	鈔	60437
U+537B	卻	60328
U+80A1	股	60175
U+5D16	崖	60053
U+6B23	欣	60039
U+595A	奚	59949
U+7119	焙	59933
U+830D	茍	59876
U+5272	割	59842
U+6A58	橘	59777
U+6795	枕	59699
U+902E	逮	59699
U+6EA2	溢	59644
U+903C	逼	59580
U+664F	晏	59549
U+5BDC	寜	59514
U+834A	荊	59494
U+620D	戍	59439
U+80E5	胥	59379
U+7737	眷	59319
U+5109	儉	59315
U+7E69	繩	59310
U+557C	啼	59308
U+9119	鄙	59243
U+7BC4	範	59227
U+6DF7	混	58986
U+4F69	佩	58960
U+8A1F	訟	58845
U+79E9	秩	58542
U+74DC	瓜	58373
U+6628	昨	58335
U+9089	邉	58292
U+7A62	穢	58260
U+7700	眀	58250
U+6383	掃	58205
U+8F1D	輝	58123
U+6607	昇	58029
U+66E0	曠	58022
U+718F	熏	57957
U+7261	牡	57940
U+8070	聰	57846
U+4F0D	伍	57771
U+74CA	瓊	57753
U+83DC	菜	57697
U+8CE3	賣	57697
U+7670	癰	57660
U+98C4	飄	57570
U+7DDA	線	57469
U+72AC	犬	57440
U+947F	鑿	57438
U+6EBA	溺	57375
U+5B8F	宏	57293
U+8074	聴	57279
U+5275	創	57208
U+81C2	臂	57171
U+5BD3	寓	57073
U+85FB	藻	56981
U+89A9	覩	56917
U+6CDB	泛	56808
U+6574	整	56718
U+7149	煉	56694
U+6620	映	56689
U+6BC1	毁	56632
U+6DFB	添	56533
U+9685	隅	56516
U+5B5A	孚	56438
U+4F4E	低	56410
U+5ACC	嫌	56384
U+965E	陞	56325
U+9727	霧	56259
U+5CFB	峻	56101
U+68F2	棲	56084
U+8B7D	譽	56024
U+8166	腦	55946
U+9452	鑒	55927
U+72D0	狐	55890
U+5E79	幹	55873
U+56C9	囉	55715
U+622A	截	55691
U+8CB3	貳	55662
U+829D	芝	55641
U+7FD4	翔	55591
U+804A	聊	55555
U+88C2	裂	55515
U+56CA	囊	55478
U+8396	莖	55423
U+676F	杯	55398
U+970D	霍	55357
U+83CA	菊	55346
U+462E	䘮	55097
U+7627	瘧	55050
U+58C5	壅	55033
U+4F38	伸	54992
U+7957	祗	54919
U+6043	恃	54880
U+572D	圭	54810
U+5B9B	宛	54806
U+9AEA	髪	54777
U+74A7	璧	54565
U+62D2	拒	54325
U+6D74	浴	54272
U+6392	排	54241
U+9030	逰	54226
U+8C6C	豬	54209
U+7E94	纔	54198
U+755D	畝	54036
U+7F9E	羞	54021
U+4E89	争	53941
U+718A	熊	53924
U+54F2	哲	53922
U+8188	膈	53890
U+88F3	裳	53836
U+5BC7	寇	53820
U+5718	團	53729
U+7AF6	競	53678
U+9127	鄧	53645
U+96C0	雀	53608
U+6B50	歐	53510
U+8B2C	謬	53491
U+8AB2	課	53432
U+6D95	涕	53376
U+633E	挾	53327
U+5DFD	巽	53323
U+965C	陜	53304
U+5606	嘆	53286
U+6355	捕	53278
U+59EC	姬	53232
U+6C37	氷	53133
U+5192	冒	53107
U+7188	熈	53075
U+5E63	幣	53040
U+7C92	粒	53034
U+5EF5	廵	52979
U+47FD	䟽	52949
U+65A5	斥	52880
U+62C8	拈	52812
U+7B97	算	52792
U+52F2	勲	52610
U+900F	透	52518
U+6064	恤	52463
U+7280	犀	52436
U+5DFE	巾	52270
U+92D2	鋒	52244
U+7955	祕	52166
U+8173	腳	52109
U+7DCA	緊	52083
U+723D	爽	52074
U+9704	霄	51887
U+5F3C	弼	51878
U+6258	托	51812
U+9059	遙	51713
U+64C1	擁	51694
U+8E81	躁	51686
U+98FD	飽	51678
U+9E1E	鸞	51678
U+64A5	撥	51517
U+7B75	筵	51499
U+7BAD	箭	51499
U+8CB6	貶	51466
U+6191	憑	51457
U+677F	板	51436
U+541E	吞	51413
U+6606	昆	51388
U+5C64	層	51384
U+88D5	裕	51329
U+6D0B	洋	51180
U+6669	晩	51159
U+6C72	汲	51120
U+6894	梔	51104
U+8D6B	赫	51096
U+6696	暖	51079
U+4EF6	件	50950
U+8AA5	誥	50939
U+8B17	謗	50939
U+58FA	壺	50901
U+6555	敕	50892
U+5B30	嬰	50890
U+6247	扇	50809
U+8836	蠶	50798
U+95AD	閭	50749
U+75D8	痘	50671
U+8345	荅	50609
U+6912	椒	50557
U+6085	悅	50542
U+6BBC	殼	50515
U+827E	艾	50459
U+6CA1	没	50440
U+9ECD	黍	50339
U+7E61	繡	50277
U+8E10	踐	50250
U+7ABA	窺	50248
U+7252	牒	50134
U+5C16	尖	49979
U+5AC1	嫁	49959
U+8ECC	軌	49919
U+6838	核	49751
U+8000	耀	49734
U+840A	萊	49730
U+82BB	芻	49540
U+6C6A	汪	49538
U+832B	茫	49510
U+5043	偃	49467
U+5091	傑	49457
U+6F97	澗	49382
U+8B66	警	49277
U+676D	杭	49188
U+50AC	催	49166
U+53D9	叙	49136
U+7D73	絳	49081
U+756A	番	49060
U+8B4F	譏	48993
U+7230	爰	48977
U+574A	坊	48939
U+8DEA	跪	48935
U+7375	獵	48897
U+6F15	漕	48883
U+5F04	弄	48780
U+7626	瘦	48590
U+96B4	隴	48584
U+8332	茲	48515
U+82D4	苔	48409
U+559D	喝	48386
U+52A3	劣	48374
U+9D08	鴈	48339
U+7E54	織	48316
U+6E5B	湛	48294
U+6F3F	漿	48283
U+8CBC	貼	48281
U+5434	吴	48086
U+81ED	臭	48007
U+6020	怠	47967
U+5E8A	床	47956
U+559A	喚	47891
U+8A8D	認	47856
U+73A9	玩	47763
U+52FB	勻	47757
U+95A9	閩	47731
U+8EDF	軟	47639
U+9ED9	黙	47632
U+6538	攸	47594
U+9444	鑄	47585
U+659B	斛	47562
U+7CA5	粥	47561
U+4E56	乖	47506
U+8A8C	誌	47503
U+6717	朗	47454
U+79BE	禾	47384
U+8DCB	跋	47375
U+826E	艮	47359
U+68A8	梨	47198
U+9E9D	麝	47133
U+958F	閏	47115
U+8CDB	賛	47081
U+7E2E	縮	47044
U+929C	銜	47025
U+54A8	咨	46888
U+5442	呂	46866
U+85A8	薨	46865
U+5BA6	宦	46854
U+5132	儲	46827
U+91E3	釣	46807
U+6EC4	滄	46805
U+92B7	銷	46788
U+654E	敎	46718
U+6208	戈	46694
U+751E	甞	46663
U+7C3E	簾	46653
U+865C	虜	46598
U+82A5	芥	46487
U+6790	析	46478
U+8292	芒	46392
U+6F06	漆	46205
U+7210	爐	46190
U+7240	牀	46183
U+50DA	僚	46166
U+76D7	盗	46148
U+7DD2	緒	46126
U+51A6	冦	46115
U+5E55	幕	46103
U+6BC0	毀	46059
U+6F58	潘	45931
U+8B5C	譜	45929
U+63A2	探	45825
U+83BD	莽	45675
U+5717	圗	45453
U+5195	冕	45431
U+7A00	稀	45414
U+8340	荀	45402
U+8B28	謨	45390
U+88F4	裴	45374
U+7D43	絃	45088
U+6DCB	淋	45051
U+5F11	弑	45046
U+6065	恥	45003
U+58D1	壑	45001
U+7AC5	竅	44984
U+9ED8	默	44955
U+5E33	帳	44901
U+74F6	瓶	44832
U+56D8	囘	44797
U+4FC3	促	44743
U+4ED7	仗	44739
U+84C4	蓄	44729
U+6E2D	渭	44694
U+5F14	弔	44690
U+75F9	痹	44670
U+77DC	矜	44660
U+5475	呵	44586
U+6016	怖	44578
U+90B5	邵	44544
U+7D1A	級	44526
U+5D69	嵩	44519
U+52FE	勾	44349
U+6CB8	沸	44299
U+778B	瞋	44289
U+66A2	暢	44280
U+66C7	曇	44268
U+5A36	娶	44247
U+4F34	伴	44203
U+5B7A	孺	44184
U+7AC7	竇	44083
U+63DB	換	44068
U+95E2	闢	44029
U+72FC	狼	43985
U+6558	敘	43973
U+7FF3	翳	43936
U+62EC	括	43885
U+537D	卽	43869
U+5919	夙	43854
U+8E8D	躍	43834
U+5A11	娑	43826
U+7CFB	系	43823
U+6D3E	派	43733
U+61FF	懿	43726
U+72D7	狗	43689
U+6041	恁	43667
U+6BD7	毗	43613
U+52D8	勘	43612
U+51E0	几	43513
U+6DF9	淹	43386
U+8FEB	迫	43364
U+7DEF	緯	43342
U+7E82	纂	43300
U+88F9	裹	43259
U+6854	桔	43251
U+6063	恣	43223
U+964B	陋	43197
U+584A	塊	43095
U+905C	遜	43035
U+6DAF	涯	42985
U+4E9F	亟	42945
U+5CA1	岡	42842
U+85E4	藤	42840
U+9A55	驕	42786
U+5F4A	彊	42531
U+7FAF	羯	42526
U+9015	逕	42475
U+4EB7	亷	42472
U+984F	顏	42459
U+901D	逝	42433
U+95B1	閱	42430
U+8C3F	谿	42421
U+6D8E	涎	42294
U+97AD	鞭	42237
U+5049	偉	42220
U+810A	脊	42201
U+50D6	僖	42199
U+5F69	彩	42199
U+81BA	膺	42176
U+7FB2	羲	42156
U+7B8B	箋	42151
U+6350	捐	42142
U+9957	饗	42142
U+88D8	裘	42079
U+63A0	掠	42027
U+4E4D	乍	41985
U+8F19	輙	41973
U+6CBF	沿	41958
U+8A3A	診	41957
U+6168	慨	41950
U+9738	霸	41860
U+8A95	誕	41823
U+8AA3	誣	41804
U+9041	遁	41796
U+8912	褒	41783
U+5EB5	庵	41703
U+9C57	鱗	41589
U+6BC5	毅	41524
U+66F7	曷	41518
U+6591	斑	41500
U+5292	劒	41453
U+505A	做	41440
U+4FC4	俄	41438
U+81EF	臯	41410
U+9B44	魄	41347
U+96FB	電	41272
U+9F61	齡	41252
U+8131	脱	41214
U+56DA	囚	41199
U+9050	遐	41119
U+5287	劇	41107
U+51FD	函	41106
U+7CCA	糊	41100
U+64AD	播	41082
U+5DEB	巫	40999
U+7D79	絹	40963
U+7A05	稅	40928
U+50C9	僉	40865
U+6D87	涇	40849
U+79B1	禱	40812
U+6CCA	泊	40784
U+53C9	叉	40774
U+6FEB	濫	40635
U+64D2	擒	40562
U+64C5	擅	40528
U+5BE8	寨	40471
U+745F	瑟	40461
U+58D3	壓	40459
U+97F6	韶	40412
U+8A50	詐	40397
U+6467	摧	40362
U+7C60	籠	40357
U+5EBE	庾	40342
U+8087	肇	40339
U+7051	灑	40330
U+53E9	叩	40312
U+6C96	沖	40289
U+63D6	揖	40278
U+9192	醒	40189
U+63E1	握	40052
U+6075	恵	40051
U+62C4	拄	40046
U+8A98	誘	40036
U+7DBA	綺	39926
U+62F1	拱	39908
U+6297	抗	39867
U+8017	耗	39808
U+6416	搖	39768
U+7D8F	綏	39757
U+6241	扁	39707
U+7AFA	竺	39573
U+5C60	屠	39528
U+7F55	罕	39302
U+78BA	確	39266
U+786C	硬	39229
U+75DE	痞	39222
U+95BB	閻	39198
U+5C02	専	39094
U+7FF9	翹	39023
U+6FE4	濤	39000
U+85AA	薪	38995
U+68D8	棘	38958
U+89E7	觧	38957
U+6C90	沐	38943
U+96B8	隸	38912
U+55DC	嗜	38896
U+6EF4	滴	38847
U+9EDC	黜	38614
U+5F01	弁	38554
U+6FC3	濃	38504
U+8C79	豹	38464
U+66DC	曜	38460
U+5996	妖	38404
U+785D	硝	38392
