cp_hex	char	count
U+4A8F	䪏	11
U+4AA9	䪩	11
U+4B02	䬂	11
U+4B0C	䬌	11
U+4B97	䮗	11
U+4BA0	䮠	11
U+4BAB	䮫	11
U+4BD6	䯖	11
U+4BD8	䯘	11
U+4BE0	䯠	11
U+4C27	䰧	11
U+4C35	䰵	11
U+4C44	䱄	11
U+4C4F	䱏	11
U+4C76	䱶	11
U+4C7C	䱼	11
U+4CEC	䳬	11
U+4D53	䵓	11
U+4D60	䵠	11
U+4D8D	䶍	11
U+4EC5	仅	11
U+4FEC	俬	11
U+50CB	僋	11
U+50D7	僗	11
U+5116	儖	11
U+5285	劅	11
U+52C0	勀	11
U+532B	匫	11
U+5337	匷	11
U+538C	厌	11
U+53CF	叏	11
U+5406	吆	11
U+55BD	喽	11
U+55EF	嗯	11
U+56E9	囩	11
U+5732	圲	11
U+57D1	埑	11
U+5812	堒	11
U+581C	堜	11
U+5837	堷	11
U+583C	堼	11
U+586C	塬	11
U+58F1	壱	11
U+593B	夻	11
U+5940	奀	11
U+595C	奜	11
U+5975	奵	11
U+59A7	妧	11
U+59B1	妱	11
U+5A15	娕	11
U+5A1D	娝	11
U+5A54	婔	11
U+5A79	婹	11
U+5A81	媁	11
U+5AAD	媭	11
U+5B29	嬩	11
U+5B37	嬷	11
U+5C25	尥	11
U+5C82	岂	11
U+5C84	岄	11
U+5D30	崰	11
U+5D48	嵈	11
U+5EEB	廫	11
U+5F2B	弫	11
U+603E	怾	11
U+609C	悜	11
U+6118	愘	11
U+62A2	抢	11
U+62A9	抩	11
U+6304	挄	11
U+6391	掑	11
U+639F	掟	11
U+63AD	掭	11
U+63C2	揂	11
U+63DD	揝	11
U+64DF	擟	11
U+657D	敽	11
U+6646	晆	11
U+667D	晽	11
U+668A	暊	11
U+66BC	暼	11
U+66FB	曻	11
U+6720	朠	11
U+67EA	柪	11
U+685D	桝	11
U+6919	椙	11
U+6A07	樇	11
U+6A75	橵	11
U+6B44	歄	11
U+6B5D	歝	11
U+6B76	歶	11
U+6CC0	泀	11
U+6D16	洖	11
U+6D6B	浫	11
U+6DA5	涥	11
U+6E77	湷	11
U+6E79	湹	11
U+7008	瀈	11
U+70CD	烍	11
U+70D0	烐	11
U+70F3	烳	11
U+710B	焋	11
U+7114	焔	11
U+716A	煪	11
U+71A9	熩	11
U+71F0	燰	11
U+7354	獔	11
U+73F4	珴	11
U+7461	瑡	11
U+74D9	瓙	11
U+75A0	疠	11
U+766A	癪	11
U+7703	眃	11
U+7784	瞄	11
U+7833	砳	11
U+7838	砸	11
U+78ED	磭	11
U+7918	礘	11
U+79F4	秴	11
U+7A36	稶	11
U+7BBD	箽	11
U+7C0A	簊	11
U+7C8E	粎	11
U+7CEB	糫	11
U+7CF9	糹	11
U+7D48	絈	11
U+7D7E	絾	11
U+7DA5	綥	11
U+7DB6	綶	11
U+7EAF	纯	11
U+7FA5	羥	11
U+7FA7	羧	11
U+801A	耚	11
U+8047	聇	11
U+8049	聉	11
U+806D	聭	11
U+8197	膗	11
U+825E	艞	11
U+8295	芕	11
U+82C5	苅	11
U+83EC	菬	11
U+84BD	蒽	11
U+8572	蕲	11
U+85AD	薭	11
U+85C5	藅	11
U+8714	蜔	11
U+8736	蜶	11
U+8746	蝆	11
U+878F	螏	11
U+87CD	蟍	11
U+88B6	袶	11
U+899D	覝	11
U+89C2	观	11
U+8A7D	詽	11
U+8AFB	諻	11
U+8B24	謤	11
U+8B75	譵	11
U+8C17	谗	11
U+8CA6	貦	11
U+8D2F	贯	11
U+8D35	贵	11
U+8D4B	赋	11
U+8D79	赹	11
U+8DCA	跊	11
U+8E00	踀	11
U+8E5A	蹚	11
U+8F2B	輫	11
U+8FB3	辳	11
U+902A	逪	11
U+90BC	邼	11
U+910C	鄌	11
U+9317	錗	11
U+933F	錿	11
U+934E	鍎	11
U+9353	鍓	11
U+944F	鑏	11
U+9461	鑡	11
U+9482	钂	11
U+957E	镾	11
U+96E1	雡	11
U+972C	霬	11
U+97D6	韖	11
U+97FE	韾	11
U+9836	頶	11
U+99CE	駎	11
U+9A39	騹	11
U+9AA5	骥	11
U+9ACD	髍	11
U+9B0E	鬎	11
U+9B40	魀	11
U+9B5C	魜	11
U+9B64	魤	11
U+9BDC	鯜	11
U+9C00	鰀	11
U+9C0A	鰊	11
U+9C11	鰑	11
U+9C2A	鰪	11
U+9D48	鵈	11
U+9D4E	鵎	11
U+9D63	鵣	11
U+9E2A	鸪	11
U+FA56	節	11
U+20082	𠂂	11
U+202A9	𠊩	11
U+20937	𠤷	11
U+20CBD	𠲽	11
U+20F33	𠼳	11
U+20FDE	𠿞	11
U+2106C	𡁬	11
U+21133	𡄳	11
U+212A4	𡊤	11
U+21809	𡠉	11
U+21997	𡦗	11
U+219D3	𡧓	11
U+21AA2	𡪢	11
U+21DEE	𡷮	11
U+21E46	𡹆	11
U+21F33	𡼳	11
U+21FE8	𡿨	11
U+220E9	𢃩	11
U+22340	𢍀	11
U+22471	𢑱	11
U+2255F	𢕟	11
U+225F2	𢗲	11
U+22793	𢞓	11
U+228E2	𢣢	11
U+22B9E	𢮞	11
U+22D95	𢶕	11
U+22DCE	𢷎	11
U+2339C	𣎜	11
U+23820	𣠠	11
U+2395C	𣥜	11
U+23960	𣥠	11
U+23ADD	𣫝	11
U+23AE2	𣫢	11
U+23E46	𣹆	11
U+23E5C	𣹜	11
U+23EB6	𣺶	11
U+23FB4	𣾴	11
U+24052	𤁒	11
U+240E9	𤃩	11
U+24137	𤄷	11
U+2414B	𤅋	11
U+2429F	𤊟	11
U+242CE	𤋎	11
U+2433F	𤌿	11
U+243D6	𤏖	11
U+247CE	𤟎	11
U+2483E	𤠾	11
U+24934	𤤴	11
U+24A19	𤨙	11
U+24E8F	𤺏	11
U+24EA8	𤺨	11
U+24EE7	𤻧	11
U+24FA3	𤾣	11
U+25255	𥉕	11
U+25426	𥐦	11
U+254CC	𥓌	11
U+2569B	𥚛	11
U+2573F	𥜿	11
U+2574B	𥝋	11
U+2575F	𥝟	11
U+25874	𥡴	11
U+25AD4	𥫔	11
U+25B30	𥬰	11
U+25C2D	𥰭	11
U+25C38	𥰸	11
U+25D08	𥴈	11
U+25DB6	𥶶	11
U+25E2E	𥸮	11
U+25E46	𥹆	11
U+25E6D	𥹭	11
U+26049	𦁉	11
U+2609D	𦂝	11
U+2610D	𦄍	11
U+26285	𦊅	11
U+2634B	𦍋	11
U+2666B	𦙫	11
U+266A4	𦚤	11
U+2680A	𦠊	11
U+26FB0	𦾰	11
U+27039	𧀹	11
U+272D0	𧋐	11
U+27440	𧑀	11
U+274FF	𧓿	11
U+27566	𧕦	11
U+277CB	𧟋	11
U+279C2	𧧂	11
U+279F8	𧧸	11
U+28042	𨁂	11
U+28200	𨈀	11
U+28222	𨈢	11
U+28329	𨌩	11
U+283A9	𨎩	11
U+28521	𨔡	11
U+28811	𨠑	11
U+28D2F	𨴯	11
U+29107	𩄇	11
U+294EA	𩓪	11
U+299BA	𩦺	11
U+29A4C	𩩌	11
U+29C2B	𩰫	11
U+29F14	𩼔	11
U+2A132	𪄲	11
U+2A19F	𪆟	11
U+2A1D1	𪇑	11
U+2A20F	𪈏	11
U+2A4D4	𪓔	11
U+2A4DB	𪓛	11
U+2ACD5	𪳕	11
U+2B2F4	𫋴	11
U+2BB88	𫮈	11
U+2BF21	𫼡	11
U+2C0E1	𬃡	11
U+2C844	𬡄	11
U+2CF05	𬼅	11
U+2CFA2	𬾢	11
U+2D2CC	𭋌	11
U+2D351	𭍑	11
U+2D360	𭍠	11
U+2D38B	𭎋	11
U+2D3B8	𭎸	11
U+2D4FA	𭓺	11
U+2DE1F	𭸟	11
U+2E0FC	𮃼	11
U+2E2C5	𮋅	11
U+2E57E	𮕾	11
U+2E5EF	𮗯	11
U+2E72D	𮜭	11
U+2E867	𮡧	11
U+2E8E3	𮣣	11
U+105066		11
U+1054CC		11
U+10586E		11
U+105898		11
U+1058E4		11
U+1059F9		11
U+1059FE		11
U+105A0D		11
U+105A0E		11
U+105A54		11
U+105A5D		11
U+105A5E		11
U+105A6E		11
U+105A94		11
U+105A97		11
U+105A9E		11
U+105A9F		11
U+105AC0		11
U+105ACB		11
U+105AE7		11
U+105AEE		11
U+105AF2		11
U+105B04		11
U+105B10		11
U+105B23		11
U+105B35		11
U+105B3E		11
U+105B44		11
U+105B4B		11
U+105B4D		11
U+105B4F		11
U+105B77		11
U+105B9C		11
U+105BA5		11
U+105BC0		11
U+105BCB		11
U+105BCC		11
U+105BCD		11
U+105BD6		11
U+105BE0		11
U+105BF3		11
U+105C00		11
U+105C01		11
U+105C0F		11
U+105C14		11
U+105C16		11
U+105C17		11
U+105C19		11
U+105C58		11
U+105C5A		11
U+105C62		11
U+105C66		11
U+105C6D		11
U+105C76		11
U+105C80		11
U+105C81		11
U+105C84		11
U+105C9C		11
U+105CA1		11
U+105CA7		11
U+105CB4		11
U+105CC6		11
U+105CCA		11
U+105CCB		11
U+105CCE		11
U+105CE0		11
U+105CE8		11
U+105D04		11
U+105D4D		11
U+343C	㐼	10
U+345A	㑚	10
U+347F	㑿	10
U+3481	㒁	10
U+34B0	㒰	10
U+34BE	㒾	10
U+35B7	㖷	10
U+35BD	㖽	10
U+35D4	㗔	10
U+35E2	㗢	10
U+35E4	㗤	10
U+361A	㘚	10
U+3623	㘣	10
U+3628	㘨	10
U+363F	㘿	10
U+36A0	㚠	10
U+36B0	㚰	10
U+3799	㞙	10
U+385E	㡞	10
U+3871	㡱	10
U+38C5	㣅	10
U+3901	㤁	10
U+390D	㤍	10
U+390F	㤏	10
U+3932	㤲	10
U+3946	㥆	10
U+3952	㥒	10
U+3969	㥩	10
U+396B	㥫	10
U+3989	㦉	10
U+398F	㦏	10
U+399E	㦞	10
U+39A8	㦨	10
U+39BD	㦽	10
U+3A3D	㨽	10
U+3A5E	㩞	10
U+3AA4	㪤	10
U+3B54	㭔	10
U+3B66	㭦	10
U+3B6D	㭭	10
U+3BBB	㮻	10
U+3BE8	㯨	10
U+3C0F	㰏	10
U+3C19	㰙	10
U+3C1F	㰟	10
U+3C64	㱤	10
U+3CCD	㳍	10
U+3CD1	㳑	10
U+3CE8	㳨	10
U+3D18	㴘	10
U+3D2C	㴬	10
U+3D5E	㵞	10
U+3D75	㵵	10
U+3DA0	㶠	10
U+3DB4	㶴	10
U+3E20	㸠	10
U+3E21	㸡	10
U+3E54	㹔	10
U+3E7B	㹻	10
U+3E7C	㹼	10
U+3E94	㺔	10
U+3ED7	㻗	10
U+3F14	㼔	10
U+3F1D	㼝	10
U+3F41	㽁	10
U+3F6D	㽭	10
U+3F71	㽱	10
U+3F7B	㽻	10
U+3F80	㾀	10
U+3FCE	㿎	10
U+4004	䀄	10
U+403F	䀿	10
U+4050	䁐	10
U+4099	䂙	10
U+40B3	䂳	10
U+4147	䅇	10
U+4157	䅗	10
U+416A	䅪	10
U+416E	䅮	10
U+418D	䆍	10
U+41C7	䇇	10
U+41D7	䇗	10
U+4213	䈓	10
U+422E	䈮	10
U+4232	䈲	10
U+4241	䉁	10
U+4251	䉑	10
U+4257	䉗	10
U+4286	䊆	10
U+429F	䊟	10
U+42C7	䋇	10
U+42CC	䋌	10
U+42EA	䋪	10
U+42F8	䋸	10
U+4333	䌳	10
U+435C	䍜	10
U+4393	䎓	10
U+43BC	䎼	10
U+446C	䑬	10
U+4474	䑴	10
U+44B3	䒳	10
U+4505	䔅	10
U+452A	䔪	10
U+4541	䕁	10
U+457C	䕼	10
U+4582	䖂	10
U+4594	䖔	10
U+45E0	䗠	10
U+45E1	䗡	10
U+4639	䘹	10
U+4651	䙑	10
U+46B0	䚰	10
U+46E6	䛦	10
U+46FB	䛻	10
U+4703	䜃	10
U+472E	䜮	10
U+4735	䜵	10
U+476E	䝮	10
U+47B3	䞳	10
U+47E2	䟢	10
U+480E	䠎	10
U+481B	䠛	10
U+482E	䠮	10
U+4830	䠰	10
U+4851	䡑	10
U+4883	䢃	10
U+48A6	䢦	10
U+48C2	䣂	10
U+48C5	䣅	10
U+4909	䤉	10
U+4911	䤑	10
U+4962	䥢	10
U+4973	䥳	10
U+4992	䦒	10
U+4994	䦔	10
U+499D	䦝	10
U+4A10	䨐	10
U+4A24	䨤	10
U+4A50	䩐	10
U+4A8E	䪎	10
U+4ABE	䪾	10
U+4ADB	䫛	10
U+4AFF	䫿	10
U+4BC8	䯈	10
U+4BCE	䯎	10
U+4BD9	䯙	10
U+4BDE	䯞	10
U+4BFE	䯾	10
U+4C17	䰗	10
U+4C62	䱢	10
U+4C95	䲕	10
U+4CBA	䲺	10
U+4CC0	䳀	10
U+4D40	䵀	10
U+4D83	䶃	10
U+4E37	丷	10
U+4EE2	仢	10
U+4EE8	仨	10
U+4F44	佄	10
U+5035	倵	10
U+50A5	傥	10
U+50EB	僫	10
U+529C	劜	10
U+52A5	劥	10
U+52DA	勚	10
U+53B5	厵	10
U+5441	呁	10
U+5445	呅	10
U+545A	呚	10
U+54B9	咹	10
U+5500	唀	10
U+553A	唺	10
U+5578	啸	10
U+55D6	嗖	10
U+56CD	囍	10
U+56D4	囔	10
U+5744	坄	10
U+57C9	埉	10
U+5839	堹	10
U+5867	塧	10
U+5877	塷	10
U+5935	夵	10
U+59BF	妿	10
U+5A2A	娪	10
U+5AA8	媨	10
U+5B04	嬄	10
U+5BF2	寲	10
U+5C37	尷	10
U+5D1C	崜	10
U+5D8F	嶏	10
U+5D98	嶘	10
U+5E2A	帪	10
U+5FAB	徫	10
U+5FCB	忋	10
U+603D	怽	10
U+6066	恦	10
U+610C	愌	10
U+6224	戤	10
U+62DD	拝	10
U+63E7	揧	10
U+6408	搈	10
U+6411	搑	10
U+64B9	撹	10
U+64DB	擛	10
U+655F	敟	10
U+6568	敨	10
U+66A3	暣	10
U+6724	朤	10
U+677D	杽	10
U+67D5	柕	10
U+680D	栍	10
U+6815	栕	10
U+684F	桏	10
U+6869	桩	10
U+692D	椭	10
U+694B	楋	10
U+694F	楏	10
U+6AD8	櫘	10
U+6AF4	櫴	10
U+6BDE	毞	10
U+6C4C	汌	10
U+6C62	汢	10
U+6D18	洘	10
U+6DED	淭	10
U+6E81	溁	10
U+6EA9	溩	10
U+6F65	潥	10
U+7056	灖	10
U+70A0	炠	10
U+70A9	炩	10
U+70FC	烼	10
U+7135	焵	10
U+7172	煲	10
U+7193	熓	10
U+71DC	燜	10
U+71E2	燢	10
U+71F4	燴	10
U+7363	獣	10
U+740B	琋	10
U+7437	琷	10
U+74C7	瓇	10
U+74E5	瓥	10
U+760E	瘎	10
U+773B	眻	10
U+7794	瞔	10
U+7880	碀	10
U+78F8	磸	10
U+79DB	秛	10
U+79E2	秢	10
U+7A35	稵	10
U+7A89	窉	10
U+7B0E	笎	10
U+7B58	筘	10
U+7BAA	箪	10
U+7BBF	箿	10
U+7C15	簕	10
U+7C7B	类	10
U+7D60	絠	10
U+7D77	絷	10
U+7E07	縇	10
U+7E24	縤	10
U+7E38	縸	10
U+7F16	编	10
U+8112	脒	10
U+81D4	臔	10
U+8224	舤	10
U+8243	艃	10
U+824F	艏	10
U+82FC	苼	10
U+8443	葃	10
U+847B	葻	10
U+8484	蒄	10
U+8576	蕶	10
U+85CC	藌	10
U+879B	螛	10
U+87CE	蟎	10
U+87E4	蟤	10
U+8894	袔	10
U+8963	襣	10
U+8A38	訸	10
U+8A6F	詯	10
U+8AAD	読	10
U+8B85	讅	10
U+8C60	豠	10
U+8C65	豥	10
U+8D15	贕	10
U+8D31	贱	10
U+8E0D	踍	10
U+8E65	蹥	10
U+8EF4	軴	10
U+8FF6	迶	10
U+9033	逳	10
U+92D6	鋖	10
U+92E2	鋢	10
U+9309	錉	10
U+9316	錖	10
U+9359	鍙	10
U+935F	鍟	10
U+937B	鍻	10
U+9391	鎑	10
U+9426	鐦	10
U+9478	鑸	10
U+957D	镽	10
U+95B8	閸	10
U+9634	阴	10
U+96A2	隢	10
U+96AB	隫	10
U+971F	霟	10
U+9737	霷	10
U+9879	项	10
U+987F	顿	10
U+999C	馜	10
U+9A47	驇	10
U+9B65	魥	10
U+9BBE	鮾	10
U+9EAC	麬	10
U+9F6D	齭	10
U+9F97	龗	10
U+9F98	龘	10
U+F979	凉	10
U+20146	𠅆	10
U+20336	𠌶	10
U+2054F	𠕏	10
U+20707	𠜇	10
U+2090F	𠤏	10
U+20C5A	𠱚	10
U+20D4A	𠵊	10
U+20D68	𠵨	10
U+20DD4	𠷔	10
U+20DD5	𠷕	10
U+20E29	𠸩	10
U+20EDC	𠻜	10
U+21046	𡁆	10
U+21355	𡍕	10
U+21396	𡎖	10
U+215D3	𡗓	10
U+2181C	𡠜	10
U+21CAC	𡲬	10
U+21D7A	𡵺	10
U+21DA9	𡶩	10
U+21EBC	𡺼	10
U+22004	𢀄	10
U+221BB	𢆻	10
U+22270	𢉰	10
U+223DA	𢏚	10
U+224DC	𢓜	10
U+225DE	𢗞	10
U+2260D	𢘍	10
U+22645	𢙅	10
U+226A9	𢚩	10
U+22D67	𢵧	10
U+22F85	𢾅	10
U+23029	𣀩	10
U+230AA	𣂪	10
U+23138	𣄸	10
U+2325C	𣉜	10
U+233CB	𣏋	10
U+23400	𣐀	10
U+2346D	𣑭	10
U+23580	𣖀	10
U+235FD	𣗽	10
U+236DD	𣛝	10
U+23725	𣜥	10
U+23956	𣥖	10
U+23A45	𣩅	10
U+23D6B	𣵫	10
U+23EDC	𣻜	10
U+242BF	𤊿	10
U+2444F	𤑏	10
U+24585	𤖅	10
U+24633	𤘳	10
U+24723	𤜣	10
U+24771	𤝱	10
U+248F1	𤣱	10
U+24D47	𤵇	10
U+24DE1	𤷡	10
U+24E0C	𤸌	10
U+24E14	𤸔	10
U+24E1B	𤸛	10
U+24E2B	𤸫	10
U+24E33	𤸳	10
U+24E6A	𤹪	10
U+24EF4	𤻴	10
U+25115	𥄕	10
U+25206	𥈆	10
U+2527B	𥉻	10
U+25284	𥊄	10
U+255C7	𥗇	10
U+2594D	𥥍	10
U+25D68	𥵨	10
U+25EE6	𥻦	10
U+25F9D	𥾝	10
U+25FDE	𥿞	10
U+25FEB	𥿫	10
U+2617E	𦅾	10
U+2619D	𦆝	10
U+26279	𦉹	10
U+2632D	𦌭	10
U+2633E	𦌾	10
U+2637A	𦍺	10
U+263AB	𦎫	10
U+2648B	𦒋	10
U+2665A	𦙚	10
U+2669E	𦚞	10
U+2671C	𦜜	10
U+26763	𦝣	10
U+267A4	𦞤	10
U+26E01	𦸁	10
U+26F14	𦼔	10
U+272C8	𧋈	10
U+27312	𧌒	10
U+27343	𧍃	10
U+27492	𧒒	10
U+2751E	𧔞	10
U+27545	𧕅	10
U+27607	𧘇	10
U+27779	𧝹	10
U+2797E	𧥾	10
U+27B1C	𧬜	10
U+27B92	𧮒	10
U+27D64	𧵤	10
U+27D69	𧵩	10
U+28038	𨀸	10
U+28078	𨁸	10
U+28108	𨄈	10
U+281FE	𨇾	10
U+282EE	𨋮	10
U+283E6	𨏦	10
U+2840C	𨐌	10
U+28427	𨐧	10
U+2844A	𨑊	10
U+286DC	𨛜	10
U+287AE	𨞮	10
U+28A1E	𨨞	10
U+28A86	𨪆	10
U+28CFE	𨳾	10
U+28EBC	𨺼	10
U+28ED7	𨻗	10
U+28F66	𨽦	10
U+290CE	𩃎	10
U+2917A	𩅺	10
U+2969B	𩚛	10
U+297B9	𩞹	10
U+297BE	𩞾	10
U+298B7	𩢷	10
U+299A5	𩦥	10
U+29A12	𩨒	10
U+29D02	𩴂	10
U+29D2E	𩴮	10
U+29FFE	𩿾	10
U+2A1F1	𪇱	10
U+2A21D	𪈝	10
U+2A256	𪉖	10
U+2A2AD	𪊭	10
U+2A2DE	𪋞	10
U+2A600	𪘀	10
U+2A63D	𪘽	10
U+2A83B	𪠻	10
U+2A897	𪢗	10
U+2AEC2	𪻂	10
U+2AEC5	𪻅	10
U+2CFDA	𬿚	10
U+2D0F0	𭃰	10
U+2D130	𭄰	10
U+2D1C5	𭇅	10
U+2D22A	𭈪	10
U+2D24A	𭉊	10
U+2D2BD	𭊽	10
U+2D2BE	𭊾	10
U+2D2F9	𭋹	10
U+2D4E7	𭓧	10
U+2D508	𭔈	10
U+2D530	𭔰	10
U+2D908	𭤈	10
U+2DA76	𭩶	10
U+2DD22	𭴢	10
U+2DE0B	𭸋	10
U+2DE99	𭺙	10
U+2DF04	𭼄	10
U+2DF6C	𭽬	10
U+2E31E	𮌞	10
U+2E47E	𮑾	10
U+2EAED	𮫭	10
U+1050AA		10
U+1058E2		10
U+1058E3		10
U+1058FC		10
U+105935		10
U+105991		10
U+105A14		10
U+105A1B		10
U+105A1F		10
U+105A31		10
U+105A33		10
U+105A41		10
U+105A51		10
U+105A70		10
U+105A77		10
U+105A89		10
U+105A9A		10
U+105AA1		10
U+105AB1		10
U+105AC3		10
U+105AD7		10
U+105B02		10
U+105B07		10
U+105B2F		10
U+105B30		10
U+105B38		10
U+105B4C		10
U+105B59		10
U+105B5F		10
U+105B61		10
U+105B66		10
U+105B78		10
U+105B92		10
U+105BB0		10
U+105BB3		10
U+105BB5		10
U+105BB8		10
U+105BBB		10
U+105BBF		10
U+105BC6		10
U+105BC8		10
U+105BD7		10
U+105BED		10
U+105BF4		10
U+105BFB		10
U+105C09		10
U+105C0B		10
U+105C10		10
U+105C2C		10
U+105C2E		10
U+105C32		10
U+105C35		10
U+105C38		10
U+105C39		10
U+105C45		10
U+105C48		10
U+105C50		10
U+105C54		10
U+105C60		10
U+105C64		10
U+105C67		10
U+105C70		10
U+105C72		10
U+105C77		10
U+105C7A		10
U+105C7C		10
U+105C7E		10
U+105C8D		10
U+105C8F		10
U+105C9D		10
U+105C9E		10
U+105CA0		10
U+105CA9		10
U+105CB8		10
U+105CBB		10
U+105CBC		10
U+105CD5		10
U+105CD6		10
U+105CEB		10
U+105CF5		10
U+105D00		10
U+105D05		10
U+105D06		10
U+105D07		10
U+105D0C		10
U+105D0D		10
U+105D0E		10
U+105D0F		10
U+105D16		10
U+105D20		10
U+105D24		10
U+105D42		10
U+105D48		10
U+105D94		10
U+105DF3		10
U+3475	㑵	9
U+3484	㒄	9
U+3502	㔂	9
U+3504	㔄	9
U+351E	㔞	9
U+3523	㔣	9
U+3540	㕀	9
U+3620	㘠	9
U+368A	㚊	9
U+3756	㝖	9
U+37DA	㟚	9
U+37DF	㟟	9
U+37E4	㟤	9
U+37F0	㟰	9
U+38B3	㢳	9
U+38DD	㣝	9
U+3911	㤑	9
U+3913	㤓	9
U+3923	㤣	9
U+3996	㦖	9
U+39C8	㧈	9
U+39E2	㧢	9
U+39E8	㧨	9
U+3A03	㨃	9
U+3A42	㩂	9
U+3A43	㩃	9
U+3A5A	㩚	9
U+3A6B	㩫	9
U+3A81	㪁	9
U+3A8B	㪋	9
U+3AF1	㫱	9
U+3B3A	㬺	9
U+3B5C	㭜	9
U+3BDA	㯚	9
U+3BF7	㯷	9
U+3C2A	㰪	9
U+3C2F	㰯	9
U+3C30	㰰	9
U+3C41	㱁	9
U+3C6F	㱯	9
U+3C73	㱳	9
U+3C7D	㱽	9
U+3CAD	㲭	9
U+3CBD	㲽	9
U+3CD0	㳐	9
U+3CD3	㳓	9
U+3D13	㴓	9
U+3D35	㴵	9
U+3DBB	㶻	9
U+3E2E	㸮	9
U+3E52	㹒	9
U+3E93	㺓	9
U+3E9D	㺝	9
U+3EA5	㺥	9
U+3EA9	㺩	9
U+3EB5	㺵	9
U+3F23	㼣	9
U+3F38	㼸	9
U+3F49	㽉	9
U+3F7A	㽺	9
U+3F81	㾁	9
U+3FB0	㾰	9
U+3FD5	㿕	9
U+3FE3	㿣	9
U+3FEA	㿪	9
U+3FFE	㿾	9
U+4024	䀤	9
U+4047	䁇	9
U+4064	䁤	9
U+408F	䂏	9
U+40BF	䂿	9
U+40D2	䃒	9
U+40EB	䃫	9
U+4100	䄀	9
U+4106	䄆	9
U+4112	䄒	9
U+4153	䅓	9
U+4167	䅧	9
U+4180	䆀	9
U+418F	䆏	9
U+4193	䆓	9
U+41A7	䆧	9
U+41BE	䆾	9
U+4200	䈀	9
U+4211	䈑	9
U+421D	䈝	9
U+4254	䉔	9
U+425E	䉞	9
U+4266	䉦	9
U+4289	䊉	9
U+42A4	䊤	9
U+42B3	䊳	9
U+431C	䌜	9
U+4362	䍢	9
U+4397	䎗	9
U+43D2	䏒	9
U+440E	䐎	9
U+445C	䑜	9
U+447E	䑾	9
U+44B0	䒰	9
U+44C5	䓅	9
U+44CA	䓊	9
U+44CC	䓌	9
U+44E2	䓢	9
U+4501	䔁	9
U+4547	䕇	9
U+45A8	䖨	9
U+468B	䚋	9
U+46E5	䛥	9
U+4704	䜄	9
U+470F	䜏	9
U+4716	䜖	9
U+471A	䜚	9
U+4732	䜲	9
U+4797	䞗	9
U+47C7	䟇	9
U+47D4	䟔	9
U+47F9	䟹	9
U+4808	䠈	9
U+4828	䠨	9
U+4850	䡐	9
U+4859	䡙	9
U+4876	䡶	9
U+4886	䢆	9
U+489D	䢝	9
U+48BB	䢻	9
U+48E1	䣡	9
U+492D	䤭	9
U+4933	䤳	9
U+4966	䥦	9
U+49FC	䧼	9
U+4A12	䨒	9
U+4A14	䨔	9
U+4A46	䩆	9
U+4AD8	䫘	9
U+4AF5	䫵	9
U+4B55	䭕	9
U+4B83	䮃	9
U+4BB0	䮰	9
U+4C6C	䱬	9
U+4C75	䱵	9
U+4C84	䲄	9
U+4C93	䲓	9
U+4CAC	䲬	9
U+4CC1	䳁	9
U+4CF4	䳴	9
U+4D02	䴂	9
U+4D03	䴃	9
U+4D1B	䴛	9
U+4D2E	䴮	9
U+4D6B	䵫	9
U+4D9C	䶜	9
U+4DB2	䶲	9
U+4E9A	亚	9
U+4F35	伵	9
U+4F95	侕	9
U+4F99	侙	9
U+4FA7	侧	9
U+4FE4	俤	9
U+500A	倊	9
U+5056	偖	9
U+5073	偳	9
U+5199	写	9
U+51D0	凐	9
U+51D2	凒	9
U+51FF	凿	9
U+520D	刍	9
U+5210	刐	9
U+52DC	勜	9
U+52ED	勭	9
U+52FD	勽	9
U+53DE	叞	9
U+5413	吓	9
U+5463	呣	9
U+54B0	咰	9
U+5596	喖	9
U+5623	嘣	9
U+562A	嘪	9
U+5644	噄	9
U+5692	嚒	9
U+5767	坧	9
U+5779	坹	9
U+57AE	垮	9
U+57D0	埐	9
U+57E3	埣	9
U+5814	堔	9
U+586D	塭	9
U+587B	塻	9
U+58B7	墷	9
U+5977	奷	9
U+59B6	妶	9
U+5A32	娲	9
U+5A37	娷	9
U+5AA3	媣	9
U+5AC6	嫆	9
U+5AEF	嫯	9
U+5B06	嬆	9
U+5B1C	嬜	9
U+5B23	嬣	9
U+5B2E	嬮	9
U+5C10	尐	9
U+5D09	崉	9
U+5DCE	巎	9
U+5E0D	帍	9
U+5E46	幆	9
U+5F8E	徎	9
U+5FBA	徺	9
U+5FDA	忚	9
U+6030	怰	9
U+6044	恄	9
U+6079	恹	9
U+6166	慦	9
U+61B5	憵	9
U+62E4	拤	9
U+6333	挳	9
U+6370	捰	9
U+63D9	揙	9
U+643B	搻	9
U+643C	搼	9
U+6617	昗	9
U+6618	昘	9
U+66EA	曪	9
U+670A	朊	9
U+6891	梑	9
U+69D2	槒	9
U+6AA4	檤	9
U+6B0D	欍	9
U+6BE2	毢	9
U+6BE7	毧	9
U+6C46	汆	9
U+6C56	汖	9
U+6DA9	涩	9
U+6EE8	滨	9
U+6F43	潃	9
U+6F8A	澊	9
U+6F8F	澏	9
U+70A8	炨	9
U+70BE	炾	9
U+70E5	烥	9
U+70FF	烿	9
U+7137	焷	9
U+713F	焿	9
U+717E	煾	9
U+71E3	燣	9
U+7219	爙	9
U+7290	犐	9
U+7291	犑	9
